CID,na_in_C4,FC_5_C4_0_Cl1_1_/_1_/_0_0,LeafAC_O2_C4_1,na_ex_C4,LeafAC_O2_C4_2,ms,FC_6_N3_0_/_/_0,FC_3_C4_0_/_/_0,C4_2_C4_2_1,LeafAC_C4_N3_1,C4_2_O2_2_1,FC_10_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,LeafAC_O2_P5_2,C4_2_N3_2_1,FC_15_C4_0_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0,LeafAC_O2_N3_2,dg_in_4,LeafAC_O2_S6_1,na_ex_F1,C4_2_N3_3_1,LeafAC_O2_P5_1,na_ex_Cl1,LeafAC_Br1_C4_1,na_ex_S2,FC_76_C4_0_Cl1_1_Cl1_1_/_1_1_/_0_0_0,LeafAC_C4_Si4_1,FC_165_C4_0_O2_1_C4_1_H1_2_H1_2_H1_2_/_2_1_1_1_1_/_0_0_0_0_0_0,FC_68_C4_0_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,C4_2_C4_2_2,na_ex_N3
5993,0.144928,0.4,0.0,0.0,0.0,0.243912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,0.0,0.5,0.0,0,0.0,0.0,0.0
5993,0.144928,0.4,0.0,0.0,0.0,0.243912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,0.0,0.5,0.0,0,0.0,0.0,0.0
5993,0.144928,0.4,0.0,0.0,0.0,0.243912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,0.0,0.5,0.0,0,0.0,0.0,0.0
5993,0.144928,0.4,0.0,0.0,0.0,0.243912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,0.0,0.5,0.0,0,0.0,0.0,0.0
5993,0.144928,0.4,0.0,0.0,0.0,0.243912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,0.0,0.5,0.0,0,0.0,0.0,0.0
4044,0.173913,0.0,0.0416667,0.15,0.166667,0.0597193,0.0,0.1,0.0576923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0
4044,0.173913,0.0,0.0416667,0.15,0.166667,0.0597193,0.0,0.1,0.0576923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0
4044,0.173913,0.0,0.0416667,0.15,0.166667,0.0597193,0.0,0.1,0.0576923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0
4044,0.173913,0.0,0.0416667,0.15,0.166667,0.0597193,0.0,0.1,0.0576923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0
4044,0.173913,0.0,0.0416667,0.15,0.166667,0.0597193,0.0,0.1,0.0576923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0
4044,0.173913,0.0,0.0416667,0.15,0.166667,0.0597193,0.0,0.1,0.0576923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0
4044,0.173913,0.0,0.0416667,0.15,0.166667,0.0597193,0.0,0.1,0.0576923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0
4044,0.173913,0.0,0.0416667,0.15,0.166667,0.0597193,0.0,0.1,0.0576923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0
4044,0.173913,0.0,0.0416667,0.15,0.166667,0.0597193,0.0,0.1,0.0576923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0
4044,0.173913,0.0,0.0416667,0.15,0.166667,0.0597193,0.0,0.1,0.0576923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0
4044,0.173913,0.0,0.0416667,0.15,0.166667,0.0597193,0.0,0.1,0.0576923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0
4044,0.173913,0.0,0.0416667,0.15,0.166667,0.0597193,0.0,0.1,0.0576923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0
4044,0.173913,0.0,0.0416667,0.15,0.166667,0.0597193,0.0,0.1,0.0576923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0
4044,0.173913,0.0,0.0416667,0.15,0.166667,0.0597193,0.0,0.1,0.0576923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0
4044,0.173913,0.0,0.0416667,0.15,0.166667,0.0597193,0.0,0.1,0.0576923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0
4044,0.173913,0.0,0.0416667,0.15,0.166667,0.0597193,0.0,0.1,0.0576923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0
8437,0.26087,0.0,0.0,0.0,0.333333,0.0664374,0.0,0.1,0.115385,0.0,0.235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.4,0.0
8437,0.26087,0.0,0.0,0.0,0.333333,0.0664374,0.0,0.1,0.115385,0.0,0.235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.4,0.0
8437,0.26087,0.0,0.0,0.0,0.333333,0.0664374,0.0,0.1,0.115385,0.0,0.235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.4,0.0
8437,0.26087,0.0,0.0,0.0,0.333333,0.0664374,0.0,0.1,0.115385,0.0,0.235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.4,0.0
8437,0.26087,0.0,0.0,0.0,0.333333,0.0664374,0.0,0.1,0.115385,0.0,0.235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.4,0.0
8437,0.26087,0.0,0.0,0.0,0.333333,0.0664374,0.0,0.1,0.115385,0.0,0.235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.4,0.0
8437,0.26087,0.0,0.0,0.0,0.333333,0.0664374,0.0,0.1,0.115385,0.0,0.235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.4,0.0
8437,0.26087,0.0,0.0,0.0,0.333333,0.0664374,0.0,0.1,0.115385,0.0,0.235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.4,0.0
8437,0.26087,0.0,0.0,0.0,0.333333,0.0664374,0.0,0.1,0.115385,0.0,0.235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.4,0.0
8437,0.26087,0.0,0.0,0.0,0.333333,0.0664374,0.0,0.1,0.115385,0.0,0.235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.4,0.0
8437,0.26087,0.0,0.0,0.0,0.333333,0.0664374,0.0,0.1,0.115385,0.0,0.235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.4,0.0
8437,0.26087,0.0,0.0,0.0,0.333333,0.0664374,0.0,0.1,0.115385,0.0,0.235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.4,0.0
8437,0.26087,0.0,0.0,0.0,0.333333,0.0664374,0.0,0.1,0.115385,0.0,0.235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.4,0.0
8437,0.26087,0.0,0.0,0.0,0.333333,0.0664374,0.0,0.1,0.115385,0.0,0.235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.4,0.0
8437,0.26087,0.0,0.0,0.0,0.333333,0.0664374,0.0,0.1,0.115385,0.0,0.235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.4,0.0
8437,0.26087,0.0,0.0,0.0,0.333333,0.0664374,0.0,0.1,0.115385,0.0,0.235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.4,0.0
5843,0.130435,0.0,0.0,0.0,0.5,0.0641683,0.0,0.05,0.0769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
5843,0.130435,0.0,0.0,0.0,0.5,0.0641683,0.0,0.05,0.0769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
5843,0.130435,0.0,0.0,0.0,0.5,0.0641683,0.0,0.05,0.0769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
5843,0.130435,0.0,0.0,0.0,0.5,0.0641683,0.0,0.05,0.0769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
10908,0.0,0.0,0.0,0.3,0.166667,0.0313158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
10908,0.0,0.0,0.0,0.3,0.166667,0.0313158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
10908,0.0,0.0,0.0,0.3,0.166667,0.0313158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
10908,0.0,0.0,0.0,0.3,0.166667,0.0313158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
8635,0.101449,0.0,0.0,0.05,0.166667,0.0643864,0.0,0.05,0.0384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.142857
8635,0.101449,0.0,0.0,0.05,0.166667,0.0643864,0.0,0.05,0.0384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.142857
8635,0.101449,0.0,0.0,0.05,0.166667,0.0643864,0.0,0.05,0.0384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.142857
8635,0.101449,0.0,0.0,0.05,0.166667,0.0643864,0.0,0.05,0.0384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.142857
111376,0.130435,0.0,0.0,0.3,0.0,0.0215971,0.0,0.0,0.0384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
47898,0.188406,0.0,0.0,0.2,0.166667,0.0782203,0.0,0.15,0.0576923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0
47898,0.188406,0.0,0.0,0.2,0.166667,0.0782203,0.0,0.15,0.0576923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0
47898,0.188406,0.0,0.0,0.2,0.166667,0.0782203,0.0,0.15,0.0576923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0
47898,0.188406,0.0,0.0,0.2,0.166667,0.0782203,0.0,0.15,0.0576923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0
18594026,0.115942,0.0,0.0,0.05,0.333333,0.158086,0.125,0.0,0.0384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
18594026,0.115942,0.0,0.0,0.05,0.333333,0.158086,0.125,0.0,0.0384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
18594026,0.115942,0.0,0.0,0.05,0.333333,0.158086,0.125,0.0,0.0384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
18594026,0.115942,0.0,0.0,0.05,0.333333,0.158086,0.125,0.0,0.0384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
18594026,0.115942,0.0,0.0,0.05,0.333333,0.158086,0.125,0.0,0.0384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
18594026,0.115942,0.0,0.0,0.05,0.333333,0.158086,0.125,0.0,0.0384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
18594026,0.115942,0.0,0.0,0.05,0.333333,0.158086,0.125,0.0,0.0384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
18594026,0.115942,0.0,0.0,0.05,0.333333,0.158086,0.125,0.0,0.0384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
18594026,0.115942,0.0,0.0,0.05,0.333333,0.158086,0.125,0.0,0.0384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
18594026,0.115942,0.0,0.0,0.05,0.333333,0.158086,0.125,0.0,0.0384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
18594026,0.115942,0.0,0.0,0.05,0.333333,0.158086,0.125,0.0,0.0384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
18594026,0.115942,0.0,0.0,0.05,0.333333,0.158086,0.125,0.0,0.0384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
18594026,0.115942,0.0,0.0,0.05,0.333333,0.158086,0.125,0.0,0.0384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
18594026,0.115942,0.0,0.0,0.05,0.333333,0.158086,0.125,0.0,0.0384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
18594026,0.115942,0.0,0.0,0.05,0.333333,0.158086,0.125,0.0,0.0384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
18594026,0.115942,0.0,0.0,0.05,0.333333,0.158086,0.125,0.0,0.0384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
6436605,0.15942,0.2,0.0416667,0.2,0.0,0.0837314,0.375,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.111111,0.0,0.166667,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
6436605,0.15942,0.2,0.0416667,0.2,0.0,0.0837314,0.375,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.111111,0.0,0.166667,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
6436605,0.15942,0.2,0.0416667,0.2,0.0,0.0837314,0.375,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.111111,0.0,0.166667,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
6436605,0.15942,0.2,0.0416667,0.2,0.0,0.0837314,0.375,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.111111,0.0,0.166667,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
6436605,0.15942,0.2,0.0416667,0.2,0.0,0.0837314,0.375,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.111111,0.0,0.166667,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
6436605,0.15942,0.2,0.0416667,0.2,0.0,0.0837314,0.375,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.111111,0.0,0.166667,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
6436605,0.15942,0.2,0.0416667,0.2,0.0,0.0837314,0.375,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.111111,0.0,0.166667,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
6436605,0.15942,0.2,0.0416667,0.2,0.0,0.0837314,0.375,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.111111,0.0,0.166667,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
6436605,0.15942,0.2,0.0416667,0.2,0.0,0.0837314,0.375,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.111111,0.0,0.166667,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
2294,0.057971,0.0,0.0,0.2,0.5,0.0607959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2294,0.057971,0.0,0.0,0.2,0.5,0.0607959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2294,0.057971,0.0,0.0,0.2,0.5,0.0607959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2294,0.057971,0.0,0.0,0.2,0.5,0.0607959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
23424299,0.0434783,0.0,0.0416667,0.2,0.333333,0.0481782,0.0,0.0,0.0192308,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.142857
23424299,0.0434783,0.0,0.0416667,0.2,0.333333,0.0481782,0.0,0.0,0.0192308,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.142857
23424299,0.0434783,0.0,0.0416667,0.2,0.333333,0.0481782,0.0,0.0,0.0192308,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.142857
23424299,0.0434783,0.0,0.0416667,0.2,0.333333,0.0481782,0.0,0.0,0.0192308,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.142857
23424299,0.0434783,0.0,0.0416667,0.2,0.333333,0.0481782,0.0,0.0,0.0192308,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.142857
23424299,0.0434783,0.0,0.0416667,0.2,0.333333,0.0481782,0.0,0.0,0.0192308,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.142857
23424299,0.0434783,0.0,0.0416667,0.2,0.333333,0.0481782,0.0,0.0,0.0192308,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.142857
23424299,0.0434783,0.0,0.0416667,0.2,0.333333,0.0481782,0.0,0.0,0.0192308,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.142857
23424299,0.0434783,0.0,0.0416667,0.2,0.333333,0.0481782,0.0,0.0,0.0192308,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.142857
68570,0.246377,0.0,0.0833333,0.05,0.0,0.0385312,0.0,0.1,0.0576923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
68570,0.246377,0.0,0.0833333,0.05,0.0,0.0385312,0.0,0.1,0.0576923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
68570,0.246377,0.0,0.0833333,0.05,0.0,0.0385312,0.0,0.1,0.0576923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
68570,0.246377,0.0,0.0833333,0.05,0.0,0.0385312,0.0,0.1,0.0576923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
68570,0.246377,0.0,0.0833333,0.05,0.0,0.0385312,0.0,0.1,0.0576923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
68570,0.246377,0.0,0.0833333,0.05,0.0,0.0385312,0.0,0.1,0.0576923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
68570,0.246377,0.0,0.0833333,0.05,0.0,0.0385312,0.0,0.1,0.0576923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
68570,0.246377,0.0,0.0833333,0.05,0.0,0.0385312,0.0,0.1,0.0576923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
68570,0.246377,0.0,0.0833333,0.05,0.0,0.0385312,0.0,0.1,0.0576923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
76962,0.0144928,0.0,0.0,0.2,0.0,0.0251493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
76962,0.0144928,0.0,0.0,0.2,0.0,0.0251493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
76962,0.0144928,0.0,0.0,0.2,0.0,0.0251493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
