CID,a
11, 440
13, 24.0
176, 2500
177, 4.14
180, 1613.9
222, 39.60
263, 150.000
264, 9
284, 37.8
313, 49.0
356, 1208.3300
398, 1029
568, 1.6150
674, 0.0486
702, 9690.000
712, 73.5000
713, 150
768, 5
807, 9.00
887, 26840
944, 2.50
957, 0.69
991, 0.4760
996, 22.42
1032, 60.00
1049, 15.00
1119, 12.5000
1146, 0.0008
1567, 2.04
3036, 5.0725
3283, 3.0
3301, 28.0
3776, 490
4004, 13.5
4130, 0.1328
4650, 0.4000
5976, 20.0
5993, 0.0419
6061, 5.25
6115, 350.0
6212, 1000
6228, 300
6276, 72.2
6323, 4000
6329, 12.0
6332, 890
6334, 36000
6342, 70.0
6344, 2160
6348, 23.1
6354, 1400
6356, 4.50
6359, 1680
6363, 480
6365, 810
6374, 0.0833
6378, 500.000
6386, 219
6389, 1170.4
6428, 1026
6478, 3.3
6492, 0.0540
6544, 50
6568, 131.1500
6569, 147.5
6584, 915
6591, 35.0
6734, 0.5048
6901, 12
7095, 0.3
7239, 300.0
7276, 1.9640
7280, 0.2895
7362, 20.0
7390, 30
7407, 960.0
7410, 2.9460
7416, 9.50
7500, 870.0
7501, 860.00
7502, 1.94
7503, 1.55
7521, 1.94
7612, 5.0
7635, 1.47
7728, 94.1
7838, 44
7839, 62.50
7843, 14.6300
7847, 37.5000
7855, 78.7500
7858, 5.0000
7865, 6875
7892, 0.2886
7909, 192.7
7914, 1260.00
7915, 1520.00
7918, 1.44
7949, 0.0240
7958, 0.660
7964, 280.0
7967, 400
7969, 382.50
7975, 0.17
7997, 105.00
8003, 3000
8005, 6.3293
8028, 177.0
8038, 90.00
8115, 2160
8148, 2.5392
8449, 1.4007
8471, 1.12
8723, 0.83
8821, 32.0000
8857, 665.0
8858, 100.
8900, 1280
8902, 0.8280
8909, 2.50
10461, 0.0150
10757, 0.15
11328, 0.0428
11443, 17.12
12348, 37.1
14917, 0.1333
16704, 25
16945, 5.0667
24408, 24.5
24524, 6.0
24526, 15.0000
24547, 1.0
24555, 0.13
24807, 49.0
25353, 0.0042
25485, 6000
31272, 94.66
31374, 163.8
104745, 60.00
104775, 9
145068, 1.2000
447466, 3.0
3032552, 10.0
6328162, 0.36
6328200, 4.0000
11954021, 0.0419
12303031, 0.0419
15764013, 2.5
16213094, 240
24860539, 0.0419
134687881, 0.0419
