CID,n,rank,n_in,link_edge,ms,dg_1,dg_2,dg_3,dg_4,dg_in_1,dg_in_2,dg_in_3,dg_in_4,bd_in_2,bd_in_3,na_in_C4,na_in_N3,na_in_O2,na_ex_C4,na_ex_Cl1,na_ex_N3,na_ex_O2,C4_2_C4_2_1,C4_2_C4_2_2,C4_2_C4_3_1,C4_2_C4_3_2,C4_2_C4_4_1,C4_2_N3_3_1,C4_2_O2_2_1,C4_3_C4_3_1,C4_3_C4_4_1,C4_3_N3_2_1,C4_3_N3_3_1,C4_3_O2_2_1,C4_4_O2_2_1,link_edge_C4_2_C4_2_1,link_edge_C4_2_C4_2_2,link_edge_C4_2_C4_3_1,link_edge_C4_2_C4_3_2,link_edge_C4_2_C4_4_1,link_edge_C4_2_O2_2_1,link_edge_C4_3_C4_3_1,link_edge_C4_3_O2_2_1,LeafAC_C4_C4_1,LeafAC_C4_N3_1,LeafAC_C4_O2_1,LeafAC_Cl1_C4_1,LeafAC_N3_C4_1,LeafAC_N3_C4_3,LeafAC_O2_C4_1,LeafAC_O2_C4_2,LeafAC_O2_N3_1,LeafAC_O2_N3_2,FC_1_C4_0_H1_1_H1_1_/_1_1_/_0_0_0,FC_2_C4_0_H1_1_/_1_/_0_0,FC_3_O2_0_/_/_0,FC_4_C4_0_/_/_0,FC_5_C4_0_O2_1_/_2_/_0_0,FC_6_O2_0_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_/_0_0_0_0_0_0_0,FC_7_C4_0_O2_1_O2_1_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_8_C4_0_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_9_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_10_C4_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_11_C4_0_Cl1_1_/_1_/_0_0,FC_12_C4_0_H1_1_Cl1_1_/_1_1_/_0_0_0,FC_13_O2_0_N3_1_O2_2_O2_2_/_1_1_2_/_0_1_-1_0,FC_14_C4_0_H1_1_C4_1_H1_2_H1_2_Cl1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_15_C4_0_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_16_C4_0_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_17_O2_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_18_C4_0_O2_1_H1_2_/_1_1_/_0_0_0,FC_19_C4_0_H1_1_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_20_C4_0_H1_1_O2_1_H1_2_/_1_1_1_/_0_0_0_0,FC_21_C4_0_H1_1_H1_1_C4_1_H1_2_O2_2_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_22_N3_0_/_/_0,FC_23_N3_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_24_N3_0_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,FC_25_N3_0_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_26_O2_0_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,FC_27_C4_0_H1_1_C4_1_O2_2_N3_2_H1_3_H1_3_/_1_1_2_1_1_1_/_0_0_0_0_0_0_0,FC_28_C4_0_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_29_C4_0_C4_1_H1_2_H1_2_H1_2_C4_1_O2_2_N3_2_H1_3_H1_3_/_1_1_1_1_1_2_1_1_1_/_0_0_0_0_0_0_0_0_0_0,FC_30_C4_0_H1_1_C4_1_N3_2_/_1_1_3_/_0_0_0_0,FC_31_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,CS_connecting_vertices_C4_2,CS_connecting_vertices_C4_3,CS_connecting_vertices_C4_4,CS_connecting_vertices_O2_2
936_318.15_p,17,2,9,2,79.3548,0,4,5,0,2,3,4,0,0,0,5,0,4,5,0,0,3,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
937_298.15_p,17,2,9,2,79.3548,0,4,5,0,2,3,4,0,0,0,5,0,4,5,0,0,3,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
938_318.15_p,17,2,9,2,79.3548,0,4,5,0,2,3,4,0,0,0,5,0,4,5,0,0,3,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
939_298.15_p,17,2,9,2,79.3548,0,4,5,0,2,3,4,0,0,0,5,0,4,5,0,0,3,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
940_318.15_p,17,2,9,2,79.3548,0,4,5,0,2,3,4,0,0,0,5,0,4,5,0,0,3,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
941_298.15_p,17,2,9,2,79.3548,0,4,5,0,2,3,4,0,0,0,5,0,4,5,0,0,3,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
942_308.15_p,17,2,9,2,79.3548,0,4,5,0,2,3,4,0,0,0,5,0,4,5,0,0,3,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
943_298.15_p,17,2,9,2,79.3548,0,4,5,0,2,3,4,0,0,0,5,0,4,5,0,0,3,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
944_298.15_p,17,2,9,2,79.3548,0,4,5,0,2,3,4,0,0,0,5,0,4,5,0,0,3,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
945_298.15_p,17,2,9,2,79.3548,0,4,5,0,2,3,4,0,0,0,5,0,4,5,0,0,3,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
946_298.15_p,17,2,9,2,79.3548,0,4,5,0,2,3,4,0,0,0,5,0,4,5,0,0,3,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
947_318.15_p,17,2,9,2,79.3548,0,4,5,0,2,3,4,0,0,0,5,0,4,5,0,0,3,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
948_298.15_p,15,2,9,2,66.0606,0,4,5,0,2,3,4,0,0,0,5,0,4,5,0,0,1,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
949_298.15_p,15,2,9,2,66.0606,0,4,5,0,2,3,4,0,0,0,5,0,4,5,0,0,1,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
950_298.15_p,15,2,9,2,66.0606,0,4,5,0,2,3,4,0,0,0,5,0,4,5,0,0,1,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
951_298.15_p,15,2,9,2,66.0606,0,4,5,0,2,3,4,0,0,0,5,0,4,5,0,0,1,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
952_298.15_p,15,2,9,2,66.0606,0,4,5,0,2,3,4,0,0,0,5,0,4,5,0,0,1,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
953_298.15_p,15,2,9,2,66.0606,0,4,5,0,2,3,4,0,0,0,5,0,4,5,0,0,1,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
954_298.15_p,15,2,9,2,66.0606,0,4,5,0,2,3,4,0,0,0,5,0,4,5,0,0,1,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
955_298.15_p,15,2,9,2,66.0606,0,4,5,0,2,3,4,0,0,0,5,0,4,5,0,0,1,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
956_298.15_p,15,2,9,2,66.0606,0,4,5,0,2,3,4,0,0,0,5,0,4,5,0,0,1,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
957_298.15_p,15,2,9,2,66.0606,0,4,5,0,2,3,4,0,0,0,5,0,4,5,0,0,1,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
958_298.15_p,15,2,9,2,66.0606,0,4,5,0,2,3,4,0,0,0,5,0,4,5,0,0,1,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
959_298.15_p,15,2,9,2,66.0606,0,4,5,0,2,3,4,0,0,0,5,0,4,5,0,0,1,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
960_298.15_p,17,2,9,2,100.8,0,4,5,0,2,3,4,0,0,0,5,0,4,1,0,2,5,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,0,4,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
961_298.15_p,17,2,9,2,100.8,0,4,5,0,2,3,4,0,0,0,5,0,4,1,0,2,5,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,0,4,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
962_298.15_p,17,2,9,2,100.8,0,4,5,0,2,3,4,0,0,0,5,0,4,1,0,2,5,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,0,4,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
963_298.15_p,17,2,9,2,100.8,0,4,5,0,2,3,4,0,0,0,5,0,4,1,0,2,5,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,0,4,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
964_298.15_p,17,2,9,2,100.8,0,4,5,0,2,3,4,0,0,0,5,0,4,1,0,2,5,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,0,4,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
965_298.15_p,17,2,9,2,100.8,0,4,5,0,2,3,4,0,0,0,5,0,4,1,0,2,5,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,0,4,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
966_298.15_p,17,2,9,2,100.8,0,4,5,0,2,3,4,0,0,0,5,0,4,1,0,2,5,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,0,4,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
967_298.15_p,17,2,9,2,100.8,0,4,5,0,2,3,4,0,0,0,5,0,4,1,0,2,5,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,0,4,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
968_298.15_p,17,2,9,2,100.8,0,4,5,0,2,3,4,0,0,0,5,0,4,1,0,2,5,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,0,4,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
969_298.15_p,17,2,9,2,100.8,0,4,5,0,2,3,4,0,0,0,5,0,4,1,0,2,5,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,0,4,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
970_286.15_p,18,2,9,2,81.875,0,4,4,1,2,3,4,0,0,0,5,0,4,5,0,0,4,0,0,0,0,0,0,0,3,1,0,0,4,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
971_303.15_p,18,2,9,2,81.875,0,4,4,1,2,3,4,0,0,0,5,0,4,5,0,0,4,0,0,0,0,0,0,0,3,1,0,0,4,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
972_303.15_p,3,1,2,2,62.8571,0,1,1,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
973_293.15_p,17,2,10,2,100.8,0,5,5,0,2,4,4,0,0,0,6,0,4,0,0,2,5,0,0,1,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,1,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
974_293.15_p,17,2,10,2,100.8,0,5,5,0,2,4,4,0,0,0,6,0,4,0,0,2,5,0,0,1,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,1,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
975_293.15_p,17,2,10,2,100.8,0,5,5,0,2,4,4,0,0,0,6,0,4,0,0,2,5,0,0,1,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,1,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
976_293.15_p,17,2,10,2,100.8,0,5,5,0,2,4,4,0,0,0,6,0,4,0,0,2,5,0,0,1,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,1,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
977_293.15_p,17,2,10,2,100.8,0,5,5,0,2,4,4,0,0,0,6,0,4,0,0,2,5,0,0,1,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,1,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
978_293.15_p,17,2,10,2,100.8,0,5,5,0,2,4,4,0,0,0,6,0,4,0,0,2,5,0,0,1,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,1,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
979_293.15_p,17,2,10,2,100.8,0,5,5,0,2,4,4,0,0,0,6,0,4,0,0,2,5,0,0,1,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,1,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
980_293.15_p,17,2,10,2,100.8,0,5,5,0,2,4,4,0,0,0,6,0,4,0,0,2,5,0,0,1,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,1,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
981_293.15_p,17,2,10,2,100.8,0,5,5,0,2,4,4,0,0,0,6,0,4,0,0,2,5,0,0,1,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,1,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
982_293.15_p,17,2,10,2,100.8,0,5,5,0,2,4,4,0,0,0,6,0,4,0,0,2,5,0,0,1,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,1,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
983_293.15_p,17,2,10,2,100.8,0,5,5,0,2,4,4,0,0,0,6,0,4,0,0,2,5,0,0,1,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,1,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
984_443.15_p,9,2,8,2,70.5882,0,5,3,0,0,6,2,0,3,0,8,0,0,0,0,0,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
985_463.15_p,9,2,8,2,70.5882,0,5,3,0,0,6,2,0,3,0,8,0,0,0,0,0,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
986_443.15_p,9,2,8,2,70.5882,0,5,3,0,0,6,2,0,3,0,8,0,0,0,0,0,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
987_463.15_p,9,2,8,2,70.5882,0,5,3,0,0,6,2,0,3,0,8,0,0,0,0,0,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
988_443.15_p,9,2,8,2,70.5882,0,5,3,0,0,6,2,0,3,0,8,0,0,0,0,0,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
989_463.15_p,9,2,8,2,70.5882,0,5,3,0,0,6,2,0,3,0,8,0,0,0,0,0,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
990_443.15_p,9,2,8,2,70.5882,0,5,3,0,0,6,2,0,3,0,8,0,0,0,0,0,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
991_463.15_p,9,2,8,2,70.5882,0,5,3,0,0,6,2,0,3,0,8,0,0,0,0,0,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
992_443.15_p,9,2,8,2,70.5882,0,5,3,0,0,6,2,0,3,0,8,0,0,0,0,0,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
993_463.15_p,9,2,8,2,70.5882,0,5,3,0,0,6,2,0,3,0,8,0,0,0,0,0,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
994_443.15_p,9,2,8,2,70.5882,0,5,3,0,0,6,2,0,3,0,8,0,0,0,0,0,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
995_463.15_p,9,2,8,2,70.5882,0,5,3,0,0,6,2,0,3,0,8,0,0,0,0,0,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
996_443.15_p,9,2,8,2,70.5882,0,5,3,0,0,6,2,0,3,0,8,0,0,0,0,0,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
