CID,n,rank,n_in,link_edge,ms,dg_1,dg_2,dg_3,dg_4,dg_in_1,dg_in_2,dg_in_3,dg_in_4,bd_in_2,bd_in_3,na_in_C4,na_in_N3,na_in_O2,na_ex_C4,na_ex_N3,na_ex_O2,C4_2_C4_2_1,C4_2_C4_2_2,C4_2_C4_3_1,C4_2_C4_3_2,C4_2_C4_4_1,C4_2_N3_2_1,C4_2_N3_2_2,C4_2_N3_3_1,C4_2_O2_2_1,C4_3_C4_3_1,C4_3_C4_3_2,C4_3_C4_4_1,C4_3_N3_2_1,C4_3_N3_2_2,C4_3_N3_3_1,C4_3_O2_2_1,C4_4_N3_2_1,C4_4_O2_2_1,N3_2_N3_2_1,link_edge_C4_2_C4_2_1,link_edge_C4_2_C4_2_2,link_edge_C4_2_C4_3_1,link_edge_C4_2_C4_3_2,link_edge_C4_2_C4_4_1,link_edge_C4_2_N3_2_1,link_edge_C4_2_N3_3_1,link_edge_C4_2_O2_2_1,link_edge_C4_3_C4_3_1,link_edge_C4_3_C4_4_1,link_edge_C4_3_N3_2_1,link_edge_C4_3_N3_3_1,link_edge_C4_3_O2_2_1,LeafAC_C4_C4_1,LeafAC_C4_C4_2,LeafAC_C4_O2_1,LeafAC_N3_C4_3,LeafAC_O2_C4_1,LeafAC_O2_C4_2,FC_1_C4_0_H1_1_/_1_/_0_0,FC_2_C4_0_/_/_0,FC_3_C4_0_H1_1_H1_1_/_1_1_/_0_0_0,FC_4_O2_0_/_/_0,FC_5_C4_0_O2_1_/_2_/_0_0,FC_6_N3_0_/_/_0,FC_7_C4_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_8_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,FC_9_N3_0_H1_1_/_1_/_0_0,FC_10_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_11_C4_0_H1_1_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_12_C4_0_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_13_O2_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_14_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_15_C4_0_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_16_C4_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_17_C4_0_O2_1_O2_1_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_18_C4_0_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,FC_19_C4_0_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_20_C4_0_H1_1_H1_1_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_21_C4_0_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_22_C4_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_23_C4_0_H1_1_H1_1_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_24_C4_0_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_25_C4_0_H1_1_O2_1_H1_2_/_1_1_1_/_0_0_0_0,FC_26_O2_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_27_C4_0_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,FC_28_C4_0_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_29_C4_0_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_/_1_1_1_2_1_1_/_0_0_0_0_0_0_0,FC_30_C4_0_O2_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_31_C4_0_C4_1_N3_2_/_1_3_/_0_0_0,FC_32_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_33_C4_0_C4_1_H1_2_H1_2_H1_2_C4_1_N3_2_/_1_1_1_1_1_3_/_0_0_0_0_0_0_0,FC_34_O2_0_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_35_O2_0_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_/_0_0_0_0_0_0_0,FC_36_C4_0_H1_1_H1_1_C4_1_H1_2_O2_2_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,CS_connecting_vertices_C4_2,CS_connecting_vertices_C4_3,CS_connecting_vertices_C4_4,CS_connecting_vertices_N3_2,CS_connecting_vertices_N3_3,CS_connecting_vertices_O2_2
Poly(decamethyleneSebacamide),0.37037,0,0.357143,1,0.151437,0,0.513514,0.1,0,0,0.567568,0,0,0,0,0.346154,0.333333,0,0,0,0.333333,1,0,0.142857,0,0,1,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,1,0,0.5,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0.333333,0,0,1,0,0.333333,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0
Polyquinoline4,1,1,1,0.3,0.655669,0,1,1,0,0,1,1,0,1,0,1,0.333333,0.5,0,0,0,0.625,1,1,1,0,0,0,0,0,0.909091,1,0,0.333333,0.5,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.666667,0,0,0,0,0,0,1,1,0,0.5,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(p-phenylStyrene),0.185185,0.2,0.214286,0,0.43532,0,0.243243,0.2,0,0,0.243243,0.2,0,0.214286,0,0.230769,0,0,0,0,0,0.1875,0.25,0.357143,0.3,0,0,0,0,0,0.181818,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294118,0.15,0.0555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0
Poly(oxyterephthaloyloxy-2_6-dimethyl-1_4-phenylene-isopropylidene-3_5-dimethyl-1_4-phenylene),0.5,0.3,0.375,0.3,0.500931,0,0.243243,0.6,0.5,0,0.432432,0.3,0,0.321429,0,0.365385,0,0.5,1,0,0.333333,0.0625,0.0833333,0.428571,0.6,0,0,0,0,0,0.363636,0.5,0.333333,0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.666667,1,0,0,0,0,0.333333,0.235294,0.3,0,0.5,0.333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1
Poly(sec-butylMethacrylate),0.111111,0,0.0535714,0,0.241158,0,0.027027,0.1,0.5,0.5,0.0540541,0.05,0,0,0,0.0384615,0,0.25,0.666667,0,0.166667,0,0,0,0,1,0,0,0,0,0,0,0.166667,0,0,0,0.333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.166667,0,0,0.0555556,0.25,0.166667,0,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0
Poly(ethyleneOxybenzoate),0.148148,0.1,0.160714,0.2,0.681672,0,0.189189,0.15,0,0,0.216216,0.1,0,0.107143,0,0.134615,0,0.5,0,0,0.166667,0.125,0.0833333,0.142857,0.2,0,0,0,0,0.666667,0.0909091,0,0,0,0,0,0.333333,0,0,0,0.0625,0,0,0,0,0,0,1,0.25,0,0,0,0.333333,0,0,0,0,0,0.166667,0.117647,0.1,0.111111,0.5,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1
Poly(p-xylyleneSebacamide),0.333333,0.1,0.321429,0.65,0.313505,0,0.405405,0.2,0,0,0.459459,0.1,0,0.107143,0,0.307692,0.333333,0,0,0,0.333333,0.5,0.0833333,0.428571,0.2,0,1,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0.4375,0,1,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0.333333,0.117647,0.1,0.555556,0,0.333333,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0
Poly(vinylN-pentylEther),0.0740741,0,0.0714286,0,0.0993861,0,0.108108,0.05,0,0.5,0.0810811,0.05,0,0,0,0.0576923,0,0.25,0.333333,0,0,0.125,0,0.142857,0,0,0,0,0,0.333333,0,0,0,0,0,0,0.166667,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0.0294118,0,0.166667,0.25,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0
Poly(n-octylAcrylate),0.166667,0,0.142857,0,0.175387,0,0.189189,0.1,0,0.5,0.189189,0.05,0,0,0,0.134615,0,0.25,0.333333,0,0.166667,0.3125,0,0.142857,0,0,0,0,0,0.333333,0.0909091,0,0,0,0,0,0.166667,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0.166667,0.0294118,0,0.333333,0.25,0.166667,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0
Poly[2_2-pentaneBis(4-phenyl)carbonate],0.314815,0.2,0.267857,0.2,0.494682,0,0.27027,0.25,0.5,0.5,0.27027,0.25,0,0.214286,0,0.25,0,0.5,0.5,0,0.166667,0.125,0.166667,0.285714,0.4,0.5,0,0,0,0,0,0,0.333333,0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.666667,0.333333,0,0,0,0,0.166667,0.235294,0.2,0,0.5,0.166667,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1
Poly(vinylIsobutylEther),0.0555556,0,0.0357143,0,0.115079,0,0.0540541,0.05,0,0.5,0.027027,0.05,0,0,0,0.0192308,0,0.25,0.5,0,0,0,0,0.142857,0,0,0,0,0,0.333333,0,0,0,0,0,0,0.166667,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0.0294118,0,0.0555556,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0
Poly(ethyleneAzelate),0.203704,0,0.196429,0.55,0.350775,0,0.27027,0.1,0,0,0.324324,0,0,0,0,0.173077,0,0.5,0,0,0.333333,0.4375,0,0.142857,0,0,0,0,0,0.666667,0,0,0,0,0,0,0.333333,0,0,0,0.4375,0,0.5,0,0,0,0,1,0,0,0,0,0.333333,0,0,0,0,0,0.333333,0,0,0.5,0.5,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1
Poly[1_1-(2-methylPropane)Bis(4-phenyl)carbonate],0.296296,0.2,0.25,0.2,0.535906,0,0.243243,0.3,0,0,0.297297,0.2,0,0.214286,0,0.230769,0,0.5,0.5,0,0.166667,0.125,0.166667,0.285714,0.4,0,0,0,0,0,0.181818,0,0,0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.666667,0.333333,0,0,0,0,0.166667,0.235294,0.2,0,0.5,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1
Poly[1_1-ethaneBis(4-phenyl)carbonate],0.259259,0.2,0.25,0.2,0.643087,0,0.243243,0.3,0,0,0.297297,0.2,0,0.214286,0,0.230769,0,0.5,0.166667,0,0.166667,0.125,0.166667,0.285714,0.4,0,0,0,0,0,0.181818,0,0,0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.666667,0.166667,0,0,0,0,0.166667,0.235294,0.2,0,0.5,0.166667,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1
Poly(o-hydroxymethylStyrene),0.111111,0.1,0.107143,0,0.392283,0,0.108108,0.15,0,0,0.135135,0.1,0,0.107143,0,0.115385,0,0,0.166667,0,0.166667,0.0625,0.166667,0.285714,0,0,0,0,0,0,0.0909091,0.25,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.147059,0.05,0.0555556,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0
Poly(3-butoxypropyleneOxide),0.0925926,0,0.0892857,0.05,0.19013,0,0.135135,0.05,0,0.5,0.108108,0.05,0,0,0,0.0576923,0,0.5,0.333333,0,0,0.0625,0,0.142857,0,0,0,0,0,1,0,0,0,0,0,0,0.166667,0,0,0,0,0,0.25,0,0,0,0,0.5,0,0,0,0,0.166667,0.166667,0,0,0,0,0,0.0294118,0,0.166667,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1
Poly[1_1-cyclohexaneBis(4-phenyl)carbonate],0.333333,0.3,0.339286,0.2,0.517685,0,0.378378,0.25,0.5,0,0.405405,0.2,0.5,0.214286,0,0.326923,0,0.5,0,0,0.166667,0.375,0.166667,0.285714,0.4,1,0,0,0,0,0,0,0.333333,0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.666667,0,0,0,0,0,0.166667,0.235294,0.25,0.277778,0.5,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1
Poly(quinoxaline-2_7-diylcarbonylquinoxaline-7_2-diyl-1_4-phenylene),0.444444,0.5,0.446429,0.1,0.836013,0,0.405405,0.55,0,0,0.432432,0.5,0,0.464286,0,0.403846,0.666667,0,0,0,0.166667,0.0625,0.25,0.714286,0.4,0,0,1,0,0,0.363636,0.5,0,0.666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.166667,0.352941,0.5,0,0,0.166667,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(ethylene-1_4-naphthalenedicarboxylate),0.259259,0.2,0.25,0.25,0.767111,0,0.243243,0.3,0,0,0.297297,0.2,0,0.178571,0,0.230769,0,0.5,0,0,0.333333,0.125,0.25,0.285714,0,0,0,0,0,0.666667,0.272727,0.5,0,0,0,0,0.333333,0,0,0,0.0625,0,0,0,0,0,0,1,0.5,0,0,0,0.333333,0,0,0,0,0,0.333333,0.176471,0.2,0.111111,0.5,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1
Poly(ethyleneTerephthalate),0.185185,0.1,0.178571,0.25,0.783397,0,0.189189,0.2,0,0,0.243243,0.1,0,0.107143,0,0.153846,0,0.5,0,0,0.333333,0.125,0.0833333,0.142857,0.2,0,0,0,0,0.666667,0.181818,0,0,0,0,0,0.333333,0,0,0,0.0625,0,0,0,0,0,0,1,0.5,0,0,0,0.333333,0,0,0,0,0,0.333333,0.117647,0.1,0.111111,0.5,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1
Poly(3-phenylquinoxaline-2_7-diyl-3-phenylquinoxaline-7_2-diyl-1_4-phenylene),0.62963,0.7,0.642857,0.05,0.709613,0,0.621622,0.7,0,0,0.621622,0.7,0,0.678571,0,0.615385,0.666667,0,0,0,0,0.3125,0.583333,0.714286,0.6,0,0,0,0,0,0.636364,0.5,0,0.666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0.588235,0.7,0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(n-butylAcrylate),0.0925926,0,0.0714286,0,0.275609,0,0.0810811,0.1,0,0.5,0.0810811,0.05,0,0,0,0.0576923,0,0.25,0.333333,0,0.166667,0.0625,0,0.142857,0,0,0,0,0,0.333333,0.0909091,0,0,0,0,0,0.166667,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0.166667,0.0294118,0,0.111111,0.25,0.166667,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0
Poly[2_2-butaneBis{4-(2-methylphenyl)}carbonate],0.333333,0.2,0.25,0.2,0.459348,0,0.189189,0.35,0.5,0,0.297297,0.2,0,0.214286,0,0.230769,0,0.5,0.833333,0,0.166667,0,0.166667,0.428571,0.2,0,0,0,0,0,0,0.5,0.333333,0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.666667,0.666667,0,0,0,0,0.166667,0.176471,0.2,0,0.5,0.166667,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1
Poly(p-methylStyrene),0.0925926,0.1,0.107143,0,0.297851,0,0.108108,0.15,0,0,0.135135,0.1,0,0.107143,0,0.115385,0,0,0.166667,0,0,0.0625,0.0833333,0.285714,0.2,0,0,0,0,0,0.0909091,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0.147059,0.05,0.0555556,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0
Poly(p-methoxymethylStyrene),0.12963,0.1,0.125,0,0.341116,0,0.135135,0.15,0,0.5,0.108108,0.15,0,0.107143,0,0.134615,0,0,0.166667,0,0.166667,0.0625,0.0833333,0.357143,0.2,0,0,0,0,0,0.0909091,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.147059,0.1,0.0555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0
Poly(3_5-dimethylStyrene),0.111111,0.1,0.107143,0,0.257235,0,0.0810811,0.2,0,0,0.135135,0.1,0,0.107143,0,0.115385,0,0,0.333333,0,0,0,0,0.357143,0.3,0,0,0,0,0,0.0909091,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0.117647,0.05,0.0555556,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0
Poly(quinoxaline-2_7-diylquinoxaline-7_2-diyl-1_4-phenylene),0.407407,0.5,0.428571,0.05,0.785243,0,0.405405,0.5,0,0,0.405405,0.5,0,0.464286,0,0.384615,0.666667,0,0,0,0,0.0625,0.25,0.714286,0.4,0,0,1,0,0,0.272727,0.5,0,0.666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0.352941,0.5,0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(4-methyl-1-pentene),0.037037,0,0.0178571,0,0,0,0.027027,0.05,0,0.5,0,0.05,0,0,0,0.0192308,0,0,0.5,0,0,0,0,0.214286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0.0294118,0,0.0555556,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0
Poly(vinylButyral),0.111111,0.1,0.107143,0,0.241158,0,0.108108,0.15,0,0.5,0.0810811,0.15,0,0,0,0.0769231,0,0.5,0.333333,0,0,0,0,0.357143,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0.0882353,0,0.111111,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0
Poly(3_3-dimethylbutylMethacrylate),0.148148,0,0.0714286,0,0.192926,0,0.0810811,0.05,0.5,0.5,0.0810811,0.05,0,0,0,0.0576923,0,0.25,0.833333,0,0.166667,0.0625,0,0,0,1,0,0,0,0.333333,0,0,0.166667,0,0,0,0.166667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.666667,0,0,0,0,0.166667,0,0,0.111111,0.25,0.166667,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0
Poly(11-aminoundecanoicAcid),0.166667,0,0.178571,0.5,0.138075,0,0.27027,0.05,0,0,0.297297,0,0,0,0,0.173077,0.166667,0,0,0,0.166667,0.5625,0,0.0714286,0,0,0.5,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0.5625,0,0.25,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0.166667,0,0,0.555556,0,0.166667,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0
Poly(ethyleneIsophthalate),0.185185,0.1,0.178571,0.25,0.783397,0,0.189189,0.2,0,0,0.243243,0.1,0,0.107143,0,0.153846,0,0.5,0,0,0.333333,0.125,0.0833333,0.142857,0.2,0,0,0,0,0.666667,0.181818,0,0,0,0,0,0.333333,0,0,0,0.0625,0,0,0,0,0,0,1,0.5,0,0,0,0.333333,0,0,0,0,0,0.333333,0.117647,0.1,0.111111,0.5,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1
Poly(n-nonylAcrylate),0.185185,0,0.160714,0,0.160772,0,0.216216,0.1,0,0.5,0.216216,0.05,0,0,0,0.153846,0,0.25,0.333333,0,0.166667,0.375,0,0.142857,0,0,0,0,0,0.333333,0.0909091,0,0,0,0,0,0.166667,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0.166667,0.0294118,0,0.388889,0.25,0.166667,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0
Poly(3-cyclopentyl-1-propene),0.0740741,0.1,0.107143,0,0.0643087,0,0.135135,0.1,0,0,0.135135,0.1,0,0,0,0.115385,0,0,0,0,0,0.1875,0,0.428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588235,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0
Poly(decamethyleneAdipate),0.296296,0,0.285714,0.8,0.241158,0,0.405405,0.1,0,0,0.459459,0,0,0,0,0.269231,0,0.5,0,0,0.333333,0.75,0,0.142857,0,0,0,0,0,0.666667,0,0,0,0,0,0,0.333333,0,0,0,0.75,0,0.5,0,0,0,0,1,0,0,0,0,0.333333,0,0,0,0,0,0.333333,0,0,0.777778,0.5,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1
Poly(3-cyclohexyl-1-propene),0.0925926,0.1,0.125,0,0.0565916,0,0.162162,0.1,0,0,0.162162,0.1,0,0,0,0.134615,0,0,0,0,0,0.25,0,0.428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588235,0,0.388889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0
