CID,Train_R2
1986,0.6780566611626211
2244,0.07385021866648078
30951,0.6763023990008548
2132,0.8838554883921201
60795,0.9765635731651048
74989,0.9780958870950749
2256,0.5793262418300429
2284,0.6912766413999288
2479,0.9510555727547192
2343,0.982989593187935
2441,0.8715782927470387
2540,0.9802874031956992
2554,0.6257930076451572
6854,0.6808839226078245
25429,0.6874829192102334
5361486,0.8845829475966697
5281006,0.982483141670456
2662,0.8536758178576882
38103,0.5515099763754661
2727,0.9578396479335238
222528,0.9117608191772638
2754,0.9696866829206456
2756,0.6682223281430225
2764,0.9722733657050135
2769,0.4464904207327578
5753,0.8966416831301149
5745,0.6545942637242762
5280754,0.5971347724766742
5281708,0.9161403515162627
2995,0.9563923924302673
5743,0.9927822954965961
3019,0.9659421484608826
3033,0.8996970725212908
71414,0.8937982260173979
56206,0.8277192356525707
39186,-0.1370217549246604
11487,0.9066282394131083
6047,0.6182226932818062
5388962,0.4749175083628058
68570,0.6255993747431625
5870,0.9914380533590507
3295,0.9273600237284974
6419930,0.8294837750490588
2758,0.6647345271771901
3335,0.8785599951636076
3374,0.73507870855153
3394,0.7902111137404134
135398658,0.9931028494635722
135398740,0.6063411193503339
3478,0.6392994723675733
441140,0.22015356347716863
3559,0.9667865831658553
24821094,0.8935521060979156
5362440,0.9935181029848533
3715,0.9909326011833361
3718,0.7603095491294178
456201,0.6331908052439745
4011,0.9923565689646672
4170,0.8246195571487025
4409,0.7867288251920002
1302,0.9877228995876023
64143,0.8086880590782936
4463,0.8105148298888264
4485,0.6840265812735636
4495,0.6550712433093555
4539,0.6669862116575269
4543,0.8083891599745167
275196,0.3341985089442492
4583,0.9746734909771724
4616,0.49166333546163044
4641,0.6534819867070085
4680,0.2667358787515762
4748,0.5768961391065066
4754,0.9959564080797931
4756,0.4889910783380499
4828,0.679632487640235
4889,0.9626143523591977
4159,0.6837741203931209
4909,0.9146080227646259
4911,0.550165927276439
4926,0.9183338594747623
4927,0.6491519095947986
65981,0.9795777421491978
445154,-0.03641796203539238
392622,0.4134373492063935
5090,0.8955274150471405
5833,0.6203118240283204
441071,0.7700467621259603
5339,0.9799915232079017
5340,0.671441640020333
5343,0.8334429439726658
5344,0.6494330045217134
1548887,0.666438174412655
5411,0.5248529369924729
54675776,0.6297609957351402
5370664,0.6465291124761509
31307,0.8902160117988538
5546,0.8297110414177099
54678486,0.7934053379659299
1188,0.9924402573723798
2130,0.9647311340096061
2157,0.8633494392927774
2165,0.9770362937541721
2405,0.660971781872976
31101,0.5056674605006362
40473187,0.621408438857191
667467,0.8834369575984324
2794,0.649772514847878
969516,0.8993415820434152
28417,0.8778343261571406
135398739,0.9871277148381058
3059,0.08020707271242111
3100,0.9594653381847881
14208380,0.7389938178635957
150311,0.4586225558035487
28871,0.6385335894900713
3735,0.9131708337542388
55283,0.7509542778445092
4189,0.928516792553554
55245,0.6838825847261272
4594,0.6834576971564655
4829,0.688468718832896
4914,0.9745952750988621
441073,0.6815253920687343
5035,0.9919485640310423
135427209,0.9869433324102432
441243,0.6684268541204159
5323,0.2608674728308812
2733526,0.3391875805417309
65999,0.04748969670129921
5405,0.6284562196745908
5430,0.9355578341013947
