CID,Train_R2
5544,0.9676751770995288
4736,0.9127068412972028
2949,0.912758297829199
3640,0.9207232532063192
3003,0.9611082007018921
3512,0.9169850186305477
3016,0.907102378366291
578771,0.9039121024404579
5172949,0.9405119036039788
14033071,0.9492681240372458
14033046,0.9189062168037055
14033041,0.9593162249894699
14033068,0.9181561844581756
14033072,0.9262473208592679
14033042,0.9204611276522436
14033055,0.9240523181780935
14033045,0.8821573017951085
14033044,0.9407177727047271
14033080,0.9633925545052617
14033057,0.6737138036469382
14033058,0.9453552883559493
14033059,0.8898925764661655
11265169,0.8508074134026758
14033060,0.9173076527579392
14033061,0.9428262352745055
14033062,0.9684328347334692
14033047,0.9024710802866382
14033077,0.9461932141222315
14033073,0.9248452978104678
14033075,0.9163716340103729
14033048,0.861849802154679
14033082,0.9377610304952585
12450810,0.7765579677797464
14033083,0.9228950791794555
11195691,0.9527116828509998
2516894,0.9256218630923372
14033069,0.47499241100856987
161366,0.9316838809155014
168707,0.9109285249685986
158895,0.9174209479085786
10360656,0.8550302528342595
158896,0.8461556591987769
1182,0.9239835667334824
323786,0.9155107130312601
256410,0.9582421505678631
259323,0.9533745287238273
4466134,0.8861168314177106
5060023,0.9389503294086897
273262,0.8751150956769345
409682,0.9191669938889269
352038,0.9100883458779739
102468,0.9361415735376237
342733,0.889131434834798
96806,0.958692806029495
102763,0.9610512316166755
263471,0.835584305624334
329275,0.9194473406735981
3154,0.9624244910857503
424,0.8801567564541906
236,0.9390581945531004
1986,0.822105389540327
4100,0.925116947603235
3295,0.9198533565861031
18794,0.9264512315402809
3866,0.9249810774469274
94134,0.8469855097876136
68475,0.9048218006983717
17904358,0.948076245973068
11217587,0.8080827151755521
11435488,0.8527558674312844
303,0.9311624381628033
495539,0.8792825262203132
227033,0.9234162448404923
5645,0.9349791086314806
2987,0.928690441832793
4782,0.9479599826688725
4631,0.9556478541217843
3779,0.9222959567186699
2249,0.8965425228307013
4946,0.9464861683731927
3869,0.9254817190266231
3222,0.9603127700861445
60209604,0.9394834338115935
13364600,0.9280537576346419
12736891,0.9110169460369371
12736892,0.9311033901291705
12736884,0.932594629144199
20033678,0.9285185772930005
13364601,0.9428977427585727
13632766,0.9415544879512199
20033692,0.9277811474751941
