CID,a
5392,0.34804003336113426
6973653,0.5512927439532944
6734,0.48206839032527105
9161,0.5379482902418682
1982,0.9132610508757297
178,1.0
904,0.7572977481234362
67383412,0.7651376146788991
190,0.6894078398665554
196,0.7998331943286071
11869445,0.5779816513761468
2078,0.5963302752293578
6293,0.6363636363636365
5842,0.6964136780650542
135401907,0.6697247706422019
439691,0.8940783986655547
71080,0.8866555462885738
2123,0.5876563803169308
13263,0.6146788990825688
16247,0.6713928273561302
36324,0.4120100083402836
1639,0.9117597998331943
688385,0.6513761467889908
11869385,0.5604670558799
118574610,0.5012510425354462
91687,0.49858215179316095
6604848,0.7339449541284404
8418,0.3386155129274396
6780,0.43536280233527935
2206,0.8215179316096747
6604340,0.5731442869057548
54676315,0.881234361968307
6267,0.811092577147623
2244,0.7307756463719767
74989,0.37356130108423685
2256,0.5471226021684737
2266,0.7105921601334445
2272,0.4970809007506255
19662,0.6505421184320267
2319,0.4070058381984987
28780,0.4609674728940784
7037,0.6555462885738115
6463,0.683903252710592
31593,0.6338615512927439
9195,0.31109257714762306
2336,0.1851542952460384
9153,0.1818181818181818
6796,0.5879899916597164
9152,0.20100083402835697
2337,0.6500417014178482
667422,0.6305254378648875
10853,0.7889908256880734
8856,0.8323603002502086
124917198,0.475396163469558
7647,0.4829024186822352
7095,0.5087572977481235
6552009,0.6747289407839866
40475910,0.6577981651376147
16422,0.3603002502085071
15531,0.5904920767306089
76441,0.6080066722268557
98047227,0.6939115929941618
17564,0.5145954962468724
2482,0.6111759799833194
76972370,0.7116763969974979
13193168,0.542952460383653
159055,0.7022518765638032
2969,0.5813177648040034
92170683,0.4178482068390325
7595,0.6055045871559632
6854,0.4537114261884904
443067,0.7155963302752294
6488,0.6447039199332778
2682,0.2627189324437031
11380,0.5003336113427856
25912,0.5409507923269392
76956056,0.6499582985821518
6580,0.8665554628857381
300,0.9457881567973311
22094,0.4904086738949124
15910,0.3978315262718933
21803,0.4662218515429524
19014,0.4153461217681401
10176,0.21351125938281906
2756,0.755629691409508
6957610,0.6121768140116763
8784,0.6613844870725605
2802,0.5763969974979148
5417141,0.7414512093411176
9115,0.0899082568807339
51399519,0.5979983319432861
2871,0.4195162635529608
54750303,0.6313594662218516
30773,0.6055045871559632
23274061,0.6040033361134278
5843,0.6130108423686405
23274317,0.6195162635529607
257156,0.6723102585487907
244867,0.7109257714762303
16554,0.6713928273561302
11263365,0.25629691409507926
6327054,0.40200166805671395
597,0.7718932443703086
3032799,0.7389491242702251
440917,0.5129274395329442
12309654,0.854045037531276
5284500,0.7077564637197665
688057,0.505421184320267
15331,0.8515429524603837
124303803,0.4089241034195163
6454864,0.16747289407839874
24743,0.4819015846538783
7577,0.6763969974979148
86308706,0.3394495412844037
5284376,0.5107589658048374
3017,0.5646371976647205
5889,0.14595496246872394
136413,0.6788990825688074
568,0.4845704753961635
3023,0.5029190992493745
3025,0.5596330275229358
3030,0.7264386989157632
119435,0.6638865721434528
92983097,0.4553794829024187
16686,0.2612176814011677
161563441,0.8715596330275228
26576,0.5212677231025855
6346,0.6730608840700584
33934,0.31467889908256885
31201,0.7973311092577148
71774612,0.76814011676397
34468,0.4120100083402836
23421,0.7372810675562969
8333,0.5996663886572143
11487,0.5754795663052544
6838,0.5554628857381151
6623,0.6330275229357798
21207,0.5888240200166805
643328,0.7906588824020017
6306,0.8029190992493745
21236,0.7796497080900752
6287,0.8487906588824019
9457,0.8331943286071727
12309738,0.4311926605504587
92136267,0.4278565471226021
222285,0.9266055045871558
92354759,0.4549624687239366
41381,0.35746455379482905
135424354,0.6163469557964971
2723650,0.8090075062552126
17904358,0.6824854045037531
71245,0.1509591326105088
728634,0.6538782318598833
51399545,0.5029190992493745
3335,0.4462051709758132
90590,0.5929941618015012
51605,0.4762301918265221
6997345,0.365721434528774
7560,0.7347789824854045
3365,0.7180984153461217
12797558,0.2947456213511259
16562,0.5821517931609675
9154,0.3678065054211843
6853,0.4587155963302752
91600,0.16763969974979148
43079,0.4979149291075896
811356,0.5306922435362803
25034156,0.5871559633027523
13022582,0.2007506255212677
31099,0.6730608840700584
17345,0.701834862385321
370,0.7714762301918265
969495,0.48698915763135947
185698,0.9299416180150125
743,0.9516263552960801
750,0.9076730608840701
3559,0.49874895746455383
10518,0.6180150125104253
99721690,0.3411175979983319
26628,0.4845704753961635
7036944,0.6396997497914929
464,0.7281067556296914
197835,0.5254378648874062
31222,0.6246872393661385
853018,0.7072560467055881
12303240,0.6488740617180985
107,0.7506255212677231
785,0.854211843202669
3657,0.9616346955796498
6921704,0.7089241034195163
22481853,0.6767306088407007
39912,0.5354462051709759
9221,0.6880733944954128
15950,0.5525437864887406
39223,0.5631359466221852
3759,0.6629691409507923
32872,0.5184320266889074
98149630,0.6171809841534612
17517,0.6294412010008341
13019155,0.6488740617180985
76966101,0.4296080066722268
71098,0.6529608006672227
16559,0.4850708924103419
3676,0.7214345287739783
9502,0.5746455379482903
12049214,0.5679733110925772
305544,0.4954128440366973
91716,0.4618015012510425
9968,0.7039199332777314
11150163,0.7346955796497082
4690,0.6330275229357798
84815,0.8331943286071727
13290,0.6240200166805672
4115,0.29357798165137616
7428,0.7648040033361134
12082,0.7356130108423686
7456,0.7197664720600501
667493,0.6650542118432027
4168,0.6030025020850709
29863,0.6543786488740617
30479,0.6803169307756464
4201,0.7030859049207673
15629,0.6538782318598833
40468106,0.6780650542118433
6749,0.6246872393661385
51382586,0.5704753961634695
156391,0.5212677231025855
11145,0.4703919933277732
