CID,a
6,2
11,6.2
13,2.5
34,4.9
174,3.2
176,4
177,4
180,2.5
222,15
240,1.4
241,1.2
261,1.9
263,1.4
264,2
281,12
284,18
289,1.97
297,5.3
300,8
335,1.4
338,1.1
342,1.1
356,1
398,2.6
527,2.6
674,2.8
679,2.6
700,3
702,3.3
712,7
768,5.6
783,4
878,3.9
887,6
931,0.9
942,0.7
996,1.7
1030,2.6
1031,2.2
1032,2.9
1049,1.8
1068,2.2
1133,5.9
1140,1.1
1146,2
2365,2.9
2537,0.6
2879,1.1
3026,0.5
3283,1.9
3301,2.5
3776,2
4093,1.6
4837,1.6
5054,1.4
5541,1
5976,2
5987,9.3
5993,0.7
6050,0.5
6061,2.5
6115,1.3
6184,7.5
6228,2.2
6276,1.2
6278,7.5
6323,10
6324,3
6325,2.7
6326,2.5
6327,8.1
6329,4.9
6332,6.8
6334,2.1
6335,1.7
6337,3.8
6338,3.6
6339,2.6
6341,3.5
6342,3
6343,2.8
6344,13
6348,1.3
6351,2.4
6354,3
6360,1.8
6363,2
6365,5.4
6366,6.5
6368,3.8
6369,5.5
6375,7.3
6378,2.3
6385,1.7
6386,2.4
6388,6.2
6397,1.8
6398,3.4
6399,7.6
6403,1.2
6405,1.2
6406,2.2
6413,3
6492,0.8
6511,1.8
6517,1.3
6535,1.2
6544,0.8
6549,0.9
6556,1.4
6557,1.5
6558,3.4
6561,1.6
6564,3.4
6565,2.6
6568,1.7
6569,1.4
6570,2.1
6574,6
6575,8
6581,2.4
6584,3.1
6586,6.7
6587,3.4
6589,1.2
6590,2
6594,8.4
6629,0.9
6658,1.7
6781,0.7
6782,0.4
6811,1.7
6893,1
6944,1.47
7044,0.7
7095,0.6
7237,0.9
7239,2
7242,1.5
7243,1.5
7247,0.9
7282,1.2
7285,3.2
7288,1.6
7294,2.8
7295,7.5
7296,1
7343,1.8
7344,1.5
7351,0.96
7354,2
7360,1.5
7361,1.8
7362,2.1
7366,0.7
7406,0.9
7407,1.9
7410,1.1
7412,1.2
7416,1.8
7463,0.7
7497,6.7
7500,0.8
7501,0.9
7503,1.1
7583,0.7
7635,0.76
7636,0.7
7641,0.4
7668,0.8
7705,0.8
7720,0.88
7728,1.1
7734,0.7
7749,1.9
7765,1.6
7798,0.9
7802,1.4
7809,1.1
7819,1.9
7834,1.7
7835,3.8
7841,4.4
7842,3
7843,1.9
7844,1.6
7847,2.8
7850,2.9
7852,2
7853,2.2
7854,3.1
7855,3
7858,2.5
7861,2.6
7865,4.5
7868,0.8
7870,1.3
7892,1.2
7895,1.5
7900,1.48
7902,1.6
7904,2.6
7909,1.2
7912,1.1
7914,1.4
7915,1.8
7918,2.7
7923,1.4
7929,1.1
7946,1.5
7958,0.8
7959,0.9
7962,1.2
7964,1.3
7967,1.1
7991,1.6
7997,1.7
8002,2.6
8003,1.5
8005,1.8
8007,1.7
8008,1.65
8011,2.3
8019,2.5
8020,2.2
8021,1.8
8023,1.7
8025,2.8
8026,4
8028,2
8029,2.3
8034,1
8038,1.3
8051,1.1
8054,1.7
8058,1.1
8063,2.1
8064,1.95
8076,1.7
8078,1.3
8079,0.8
8083,1.4
8095,1.24
8102,2.1
8103,1.2
8111,1
8113,1.6
8114,1.3
8117,1.6
8119,1.6
8121,1.6
8128,1
8133,1.1
8134,1.2
8141,0.8
8146,1.2
8148,1.1
8154,2
8160,0.88
8165,0.76
8172,0.9
8174,0.7
8177,0.85
8182,0.6
8193,0.6
8252,2.4
8254,3.4
8255,1.8
8301,11
8343,0.3
8344,0.7
8404,5
8418,0.6
8471,1.2
8489,1.4
8554,0.9
8680,0.8
8697,0.8
8735,1.1
8821,1.4
8846,1.7
8857,2.2
8858,1.4
8868,1.4
8881,3.4
8892,1.3
8909,1.5
9033,3.3
9265,1.1
9321,2.9
9999,6.6
10039,12
10041,1.4
10129,0.7
10686,0.8
10899,2.6
10900,5.6
10903,2
10907,1.1
10908,1.5
10977,1.6
11040,2.2
11124,2.5
11167,2.5
11203,4.5
11239,1.5
11443,0.9
11535,2
11536,4.5
11552,1.7
11583,1.2
11641,9
12228,5.3
12259,4
12278,1
12348,1.1
12389,0.5
13143,1.8
13165,1.8
15122,1.5
15450,0.9
15600,5.4
16402,0.7
18725,0.26
21801,2
22311,0.7
23284,0.5
23953,1.4
24404,1.6
24523,5
24722,1
24726,5.3
24730,0.8
25485,1.1
31241,0.85
31256,1.8
31260,1.2
31261,2.4
31263,1.5
31264,1.3
31268,2.9
31272,1.3
31275,2
31276,1
31288,0.76
31368,2
31369,4
31374,1.8
32881,2.6
33599,0.3
61249,1.4
62695,1.7
74483,6
89594,0.7
92431,1
104745,2.9
104775,2
140487,1.2
159055,0.6
167583,5
447466,2.1
518772,2
521701,2
642197,1.5
5086465,5.9
5284364,4.5
5287573,1.7
5326315,4.5
5365552,2
6327386,6
6327428,43
6328200,0.8
6380953,4
6432115,1.5
9543187,0.6
11100674,1.3
11954021,0.7
12303031,0.7
12358480,1.1
12358497,1.1
15764013,0.42
16213094,0.8
20849290,1
23266392,3.3
24860539,0.7
25200196,2
25203927,2
40482208,0.26
44263835,1.9
46174049,1.1
52190627,1
53445481,0.9
71312306,1.1
71586776,0.8
101260859,1.1
134687881,0.7
134687884,1.1
135564772,1.3
135565233,1.48
135565765,2.2
