CID,n,n_in,ms,dg_1,dg_2,dg_3,dg_4,dg_in_1,dg_in_2,dg_in_3,dg_in_4,dg_hyd_0,dg_hyd_1,dg_hyd_2,dg_hyd_3,bd_in_2,bd_in_3,na_in_C,na_in_N,na_in_O,na_ex_C,na_ex_N,na_ex_O,C2_C2_1,C2_C2_2,C2_C2_3,C2_C3_1,C2_C3_2,C2_C4_1,C2_N2_1,C2_N2_2,C2_N3_1,C2_O2_1,C3_C3_1,C3_C3_2,C3_C4_1,C3_N2_1,C3_N2_2,C3_N3_1,C3_O2_1,C4_C4_1,C4_O2_1,N2_N2_2,O2_O2_1,FC_C0_C1_C2/1/1,FC_C0_C1/1,FC_C0_O1/2,FC_C0_O1/1,FC_C0_C1_O2/1/1,FC_C0_C1_C1/1/1,FC_O0_C1_C2/1/1,FC_C0_C1_C2_C2/1/1/1,FC_C0_O1_C2/1/1,FC_C0_N1/1,FC_O0_C1_C2_O2/1/1/2,FC_C0_C1_O2/1/2,FC_C0_C1_C2_C2/2/1/1,FC_C0_C1_C2/1/2,FC_C0_C1_N2/1/1,FC_C0_C1_C2_O2/1/1/2,FC_C0_C1_O1/1/2,FC_C0_C1_O2_O2/1/1/2,FC_C0_C1/2,FC_C0_O1_O1_C2/2/1/1,FC_C0_C1_C2_O1/1/2/2,FC_C0_C1_C2_C2/1/1/2,FC_C0_C1_O1/1/1,FC_C0_C1_C2_O1/1/1/2,FC_C0_C1_C2_C1_O2/1/1/1/2,FC_C0_C1_C2_C2_C2/1/1/1/1,FC_C0_C1_C2_C1_O2/1/1/1/1,FC_C0_C1_C2/2/1,FC_C0_C1_C2_C2_O1/1/1/2/2,FC_C0_C1_C1/1/2,FC_N0_C1_C2_C1_C2/1/1/1/1,FC_C0_C1_C1_C1/1/1/1,FC_C0_C1_N2/1/3,FC_C0_C1_C2_O2/1/1/1,FC_N0_C1_O2/2/2,FC_O0_C1_C2_C2_C2/1/1/1/1,FC_N0_C1/1,FC_C0_N1_N2/1/1,FC_C0_C1_C2_O2_O1_C2/1/1/1/1/1,FC_C0_C1_C1_O1_O2/1/1/1/1,FC_C0_C1_C2_C2_C1_O2/1/1/1/1/2,FC_C0_C1_C2_C1_O2/2/1/1/2,FC_C0_C1_C2_C2_O2_C1_C2_O2/1/1/1/1/1/1/2,FC_O0_C1_C2_C2_C1_C2_O2/1/1/1/1/1/2,FC_C0_C1_C1_C2_O1/1/1/2/1,FC_C0_C1_C2_O2_C1_C2_O2/1/1/2/1/1/2,FC_C0_C1_C1_C1_C1/1/1/1/1,FC_C0_C1_C2_C1_C2/1/1/1/1,FC_O0_C1_C2_O2_C1_C2_O2/1/1/2/1/1/2,FC_C0_C1_C1_C1_O1/1/1/1/1,FC_C0_C1_C2_C2_C1_C2_O2/1/1/1/1/1/2,FC_O0_C1_C2_C1_C2/1/1/1/1,FC_O0_C1_C2_C2/1/1/1,FC_C0_C1_C1_C1/1/1/2,FC_O0_C1_C2_C2_C2_C1_C2_O2/1/1/1/1/1/1/2,FC_C0_C1_C2_C2_O1_O1_C2/1/1/2/2/1/1,FC_C0_C1_C1_C2/2/1/2,FC_O0_C1_C2_C1_C2_O2/1/1/1/1/2,FC_C0_C1_C2_C2_C1_O2/1/1/1/1/1,FC_C0_C1_C1_C2/1/1/2,FC_C0_C1_C1_O1_C2/1/1/1/1,FC_O0_C1_C2_C1_C2_O2/1/2/1/1/2,FC_C0_C1_C2_O2_C1_O2/1/1/1/1/1,FC_C0_C1_C2_C1_O2_O1/1/1/1/1/1,FC_C0_N1_C2/1/1,FC_C0_C1_C1_O2/1/1/2,FC_C0_C1_C2_C1_O2_O2/1/1/1/1/2,FC_C0_N1_C2_C2_N1_C2_C2_O1/1/1/1/1/1/1/2,FC_C0_C1_C2_C2_C1_O2_O2/1/1/1/1/1/2,FC_C0_C1_C2_C2_C1_C2_O2/1/1/1/1/1/1,FC_O0_C1_C2_C2_C1_C2_C2/1/1/1/1/1/1,FC_N0_C1_C2/1/2,FC_N0_C1_C2/1/1,FC_C0_C1_C2_C1_N2/1/1/1/1,FC_C0_C1_C2_O1_O1_C2/1/2/2/1/1,FC_N0_C1_C2_C2_C1_C2_C2/1/1/1/1/1/1,FC_C0_C1_O2_N1_C2_C2/1/1/1/1/1,FC_C0_C1_C2_C2_O2_C1_C2_O2/1/1/1/1/1/1/1,FC_C0_C1_C2_C2_C1_C2_C2_C2/1/1/2/1/1/1/1,FC_C0_N1_C2_C2/1/1/1,FC_C0_C1_C2_C2_C1_C2_O2/2/1/1/1/1/2,FC_C0_C1_C1_O1/1/1/1,FC_C0_O1_C2_O1_C2_O1_C2/1/1/1/1/1/1,FC_C0_N1/3,FC_C0_C1_C2_O2_O1/1/1/1/2,FC_C0_C1_C2_C1_C2/1/1/1/2,FC_N0_C1_C2_C1_C2_C1_C2/1/1/1/1/1/1,FC_C0_C1_C2_C1_C2_O2/1/1/1/1/2,FC_N0_C1_C1/1/1,FC_C0_C1_C2_C1_C2_C2/1/1/1/1/1,FC_O0_N1_O2/1/2
12661,0.0769231,0.166667,0.666667,0,0.1,0.153846,0,0,0.2,0,0,0.307692,0,0.105263,0,0,0,0.136364,0,0.333333,0.111111,0,0.25,0,0,0,0.285714,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16043,0.307692,0.25,0.333333,0,0.15,0.230769,0,0,0.3,0,0,0.307692,0.454545,0,0.428571,0.428571,0,0.272727,0,0,0.444444,0,0.5,0,0.25,0,0.428571,0.25,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16704,0.192308,0.375,0.666667,0,0.35,0.153846,0,0,0.35,0.2,0,0.230769,0.181818,0.210526,0,0,0,0.272727,0,1,0,0,0,0,0,0,0.571429,0,0,0,0,0,0.666667,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16724,0.269231,0.25,0.181818,0,0.15,0.230769,0,0,0.3,0,0,0.307692,0.181818,0.157895,0.285714,0.142857,0,0.272727,0,0,0.444444,0,0.25,0.0666667,0,0,0.428571,0.25,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0.333333,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17049,0.192308,0.291667,0.444444,0,0.3,0.0769231,0,0.333333,0.25,0.1,0,0.153846,0.0909091,0.263158,0.142857,0,0,0.227273,0,0.666667,0.222222,0,0,0.0666667,0,0,0.285714,0,0,0,0,0,0.5,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19244,0.269231,0.25,0.181818,0,0.15,0.230769,0,0,0.3,0,0,0,0.454545,0.157895,0.428571,0,0,0.272727,0,0,0.444444,0,0.25,0.0666667,0,0,0.571429,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0.333333,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19284,0.846154,0.833333,0.307692,0,0.8,0.307692,0,0.666667,0.8,0.2,0,0.615385,0.363636,0.631579,0.285714,0.428571,0,0.818182,0,0.666667,0.444444,0,0.5,0.666667,0.25,0,0,0.5,0,0,0,0,0.333333,0.5,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26447,0.269231,0.25,0.181818,0,0.15,0.230769,0,0,0.3,0,0,0.153846,0.272727,0.157895,0.428571,0,0,0.272727,0,0,0.444444,0,0.25,0.0666667,0,0,0.571429,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0.333333,0.333333,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27867,0.384615,0.291667,0.285714,0,0.2,0.230769,0,0.333333,0.25,0.1,0,0.230769,0.363636,0.157895,0.571429,0,0,0.272727,0,0.333333,0.666667,0,0.25,0.0666667,0,0,0.571429,0,0,0,0,0,0,0.166667,0,0,0,0,0,0.25,0,0,0,0,0,0.333333,0,0,0,0,0,0.5,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31217,0.269231,0.458333,0.363636,0,0.45,0.153846,0,0,0.45,0.2,0,0.230769,0.545455,0.105263,0,0.428571,0,0.409091,0,0.666667,0,0,0,0.133333,0.5,0,0.428571,0.25,0,0,0,0,0.333333,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31237,0.538462,0.666667,0,0,0.75,0.0769231,0,0.333333,0.7,0.1,0,0.0769231,0.454545,0.578947,0.142857,0.428571,0,0.727273,0,0,0.222222,0,0,0.733333,0.5,0,0.285714,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31268,0.0384615,0.208333,0.2,0,0.25,0,0,0,0.25,0,0,0,0.0909091,0.210526,0,0,0,0.181818,0.5,0,0,0,0,0.2,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31275,0.0769231,0.25,0.666667,0,0.3,0,0,0,0.3,0,0,0.153846,0,0.210526,0,0,0,0.181818,0,0.666667,0,0,0,0.133333,0,0,0,0,0,0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31404,0.461538,0.25,0.125,0,0.1,0.307692,0,0,0.3,0,0,0.461538,0.272727,0,1,0.428571,0,0.272727,0,0,1,0,0.25,0,0,0,0.285714,0.5,0,0,0,0,0,0.166667,0.5,0,0,0,0,0,0,0,0,0,0,0.333333,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33934,0.923077,0.833333,0.285714,0,0.8,0.307692,0,0.666667,0.8,0.2,0,0.615385,0.545455,0.526316,0.571429,0.428571,0,0.818182,0,0.666667,0.666667,0,0.5,0.666667,0.25,0,0,0.5,0,0,0,0,0.333333,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0.666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64685,0.269231,0.291667,0.181818,0,0.15,0.153846,1,0,0.25,0.2,0,0.153846,0.272727,0.157895,0.428571,0,0,0.318182,0,0,0.333333,0,0.25,0.0666667,0,0,0.428571,0,0.5,0,0,0,0,0,0,0.666667,0,0,0,0,1,0,0,0,0,0.333333,0,0.333333,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89594,0.307692,0.458333,0.166667,0,0.4,0.230769,0,0,0.45,0.2,0,0.230769,0.454545,0.157895,0.142857,0.428571,0,0.409091,1,0,0.111111,0,0,0.2,0.25,0,0.285714,0.25,0,0.25,1,0.333333,0,0.166667,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122903,0.307692,0.25,0.666667,0,0.1,0.307692,0,0,0.3,0,0,0.615385,0.181818,0,0.285714,0.142857,0,0.227273,0,0.333333,0.333333,0,0.75,0,0,0,0.142857,0.25,0,0,0,0,0,0.333333,0,0,0,0,0,0.5,0,0,0,0,0,0.333333,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159055,0.269231,0.291667,0.181818,0,0.15,0.153846,1,0,0.25,0.2,0,0.307692,0.0909091,0.157895,0.428571,0,0,0.318182,0,0,0.333333,0,0.25,0.0666667,0,0,0.428571,0,0.5,0,0,0,0,0,0,0.666667,0,0,0,0,1,0,0,0,0,0.333333,0.333333,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165675,0.269231,0.25,0.181818,0,0.15,0.230769,0,0,0.3,0,0,0,0.454545,0.157895,0.428571,0,0,0.272727,0,0,0.444444,0,0.25,0.0666667,0,0,0.571429,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0.333333,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171144,0.576923,0.666667,0.105263,0,0.7,0.153846,0,0.333333,0.7,0.1,0,0.153846,0.454545,0.578947,0.142857,0.428571,0,0.727273,0,0,0.222222,0,0.25,0.733333,0.25,0,0.142857,0.5,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220520,0.961538,1,0.344828,0,0.5,1,0.5,0,0.65,1,1,1,0.727273,0.315789,0.285714,0.571429,0,0.954545,1,0.333333,0.222222,0,0.75,0.133333,0,0,1,0.75,0.5,0,0,0.666667,0.166667,0.833333,0.5,1,0,0,1,0.25,0,0,0,0,0,0,0.333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439568,0.269231,0.291667,0.181818,0,0.15,0.153846,1,0,0.25,0.2,0,0.153846,0.272727,0.157895,0.428571,0,0,0.318182,0,0,0.333333,0,0.25,0.0666667,0,0,0.428571,0,0.5,0,0,0,0,0,0,0.666667,0,0,0,0,1,0,0,0,0,0.333333,0,0.333333,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439570,0.269231,0.25,0.181818,0,0.15,0.230769,0,0,0.3,0,0,0.307692,0.181818,0.157895,0.285714,0.142857,0,0.272727,0,0,0.444444,0,0.25,0.0666667,0,0,0.428571,0.25,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0.333333,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440968,0.230769,0.291667,0,0,0.15,0.230769,0.5,0,0.25,0.2,0,0.153846,0.272727,0.105263,0.428571,0.142857,0,0.318182,0,0,0.333333,0,0,0.0666667,0,0,0.428571,0.25,0,0,0,0,0,0.166667,0,0.666667,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442021,0.961538,1,0.344828,0,0.5,1,0.5,0,0.65,1,1,1,0.727273,0.315789,0.285714,0.571429,0,0.954545,1,0.333333,0.222222,0,0.75,0.133333,0,0,1,0.75,0.5,0,0,0.666667,0.166667,0.833333,0.5,1,0,0,1,0.25,0,0,0,0,0,0,0.333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443159,0.269231,0.25,0.181818,0,0.15,0.230769,0,0,0.3,0,0,0.153846,0.272727,0.157895,0.428571,0,0,0.272727,0,0,0.444444,0,0.25,0.0666667,0,0,0.571429,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0.333333,0.333333,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637511,0.230769,0.333333,0.2,0,0.35,0.0769231,0,0.333333,0.3,0.1,0,0.153846,0.727273,0,0,0.571429,0,0.363636,0,0,0.111111,0,0.25,0.133333,0.75,0,0.285714,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637563,0.269231,0.291667,0.181818,0,0.25,0.153846,0,0.333333,0.25,0.1,0,0.230769,0.545455,0,0.285714,0.428571,0,0.318182,0,0,0.333333,0,0.25,0.0666667,0.25,0,0.428571,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657014,0.269231,0.291667,0.181818,0,0.15,0.153846,1,0,0.25,0.2,0,0.153846,0.272727,0.157895,0.428571,0,0,0.318182,0,0,0.333333,0,0.25,0.0666667,0,0,0.428571,0,0.5,0,0,0,0,0,0,0.666667,0,0,0,0,1,0,0,0,0,0.333333,0,0.333333,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201518,0.269231,0.291667,0.181818,0,0.15,0.153846,1,0,0.25,0.2,0,0.153846,0.272727,0.157895,0.428571,0,0,0.318182,0,0,0.333333,0,0.25,0.0666667,0,0,0.428571,0,0.5,0,0,0,0,0,0,0.666667,0,0,0,0,1,0,0,0,0,0.333333,0,0.333333,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549040,0.269231,0.291667,0.181818,0,0.25,0.153846,0,0.333333,0.25,0.1,0,0.230769,0.545455,0,0.285714,0.428571,0,0.318182,0,0,0.333333,0,0.25,0.0666667,0.25,0,0.428571,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6552009,0.269231,0.291667,0.181818,0,0.15,0.153846,1,0,0.25,0.2,0,0.153846,0.272727,0.157895,0.428571,0,0,0.318182,0,0,0.333333,0,0.25,0.0666667,0,0,0.428571,0,0.5,0,0,0,0,0,0,0.666667,0,0,0,0,1,0,0,0,0,0.333333,0,0.333333,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9543187,0.269231,0.291667,0.181818,0,0.15,0.153846,1,0,0.25,0.2,0,0.307692,0.0909091,0.157895,0.428571,0,0,0.318182,0,0,0.333333,0,0.25,0.0666667,0,0,0.428571,0,0.5,0,0,0,0,0,0,0.666667,0,0,0,0,1,0,0,0,0,0.333333,0.333333,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12242824,0.269231,0.291667,0.181818,0,0.15,0.153846,1,0,0.25,0.2,0,0.153846,0.272727,0.157895,0.428571,0,0,0.318182,0,0,0.333333,0,0.25,0.0666667,0,0,0.428571,0,0.5,0,0,0,0,0,0,0.666667,0,0,0,0,1,0,0,0,0,0.333333,0,0.333333,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
