CID,n,rank,n_in,link_edge,ms,dg_1,dg_2,dg_3,dg_4,dg_in_1,dg_in_2,dg_in_3,dg_in_4,bd_in_2,bd_in_3,na_in_C4,na_in_N3,na_in_O2,na_in_S2,na_ex_C4,na_ex_Cl1,na_ex_N3,na_ex_O2,C4_2_C4_2_1,C4_2_C4_2_2,C4_2_C4_3_1,C4_2_C4_3_2,C4_2_C4_4_1,C4_2_N3_2_1,C4_2_N3_3_1,C4_2_O2_2_1,C4_2_S2_2_1,C4_3_C4_3_1,C4_3_C4_3_2,C4_3_C4_4_1,C4_3_N3_2_1,C4_3_N3_2_2,C4_3_N3_3_1,C4_3_O2_2_1,C4_3_S2_2_1,N3_2_N3_2_1,link_edge_C4_2_C4_2_1,link_edge_C4_2_C4_2_2,link_edge_C4_2_C4_3_1,link_edge_C4_2_C4_3_2,link_edge_C4_2_C4_4_1,link_edge_C4_2_N3_2_1,link_edge_C4_2_O2_2_1,link_edge_C4_3_C4_3_1,link_edge_C4_3_C4_4_1,link_edge_C4_3_N3_2_1,link_edge_C4_3_N3_3_1,link_edge_C4_3_O2_2_1,link_edge_C4_3_S2_2_1,LeafAC_C4_C4_1,LeafAC_C4_O2_1,LeafAC_Cl1_C4_1,LeafAC_N3_C4_3,LeafAC_O2_C4_2,FC_1_C4_0_H1_1_H1_1_/_1_1_/_0_0_0,FC_2_C4_0_H1_1_/_1_/_0_0,FC_3_C4_0_/_/_0,FC_4_O2_0_/_/_0,FC_5_C4_0_O2_1_/_2_/_0_0,FC_6_C4_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_7_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,FC_8_N3_0_/_/_0,FC_9_N3_0_H1_1_/_1_/_0_0,FC_10_C4_0_Cl1_1_/_1_/_0_0,FC_11_C4_0_H1_1_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_12_C4_0_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_13_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_14_O2_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_15_C4_0_O2_1_O2_1_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_16_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_17_O2_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_18_C4_0_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_19_C4_0_H1_1_H1_1_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_20_S2_0_/_/_0,FC_21_C4_0_O2_1_C4_1_H1_2_H1_2_Cl1_2_/_2_1_1_1_1_/_0_0_0_0_0_0,FC_22_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_23_O2_0_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_/_0_0_0_0_0_0_0,FC_24_C4_0_C4_1_H1_2_H1_2_Cl1_2_C4_1_H1_2_H1_2_Cl1_2_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_25_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_Cl1_2_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_26_O2_0_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_27_C4_0_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_28_C4_0_O2_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_29_C4_0_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_30_C4_0_C4_1_H1_2_H1_2_H1_2_C4_1_N3_2_/_1_1_1_1_1_3_/_0_0_0_0_0_0_0,CS_connecting_vertices_C4_2,CS_connecting_vertices_C4_3,CS_connecting_vertices_C4_4,CS_connecting_vertices_N3_2,CS_connecting_vertices_O2_2
Poly(1-hexene),0.0487805,0,0.0540541,0,0,0,0.0952381,0.0555556,0,1,0.0416667,0.0714286,0,0,0,0.0606061,0,0,0,0.333333,0,0,0,0.0769231,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0.142857,0.0555556,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0
Poly[oxy(2_6-dimethyl-1_4-phenylene)],0.121951,0.142857,0.135135,0,0.332244,0,0.0952381,0.222222,0,0,0.166667,0.142857,0,0.1875,0,0.121212,0,0.5,0,0.333333,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0.2,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.333333,0,0,0,0,0,0.111111,0.166667,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1
Poly(2-ethylbutylMethacrylate),0.195122,0,0.108108,0,0.138889,0,0.0952381,0.111111,1,1,0.125,0.0714286,0,0,0,0.0909091,0,0.5,0,0.833333,0,0,0.25,0,0,0.1,0,1,0,0,0.5,0,0,0,0.333333,0,0,0,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0.142857,0,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,1,0,0
Polyisobutylene,0,0,0,0,0,0,0,0,1,0,0.0416667,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0.0714286,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0
Poly(vinylCyclohexane),0.097561,0.142857,0.162162,0,0.0462963,0,0.238095,0.111111,0,0,0.208333,0.142857,0,0,0,0.181818,0,0,0,0,0,0,0,0.307692,0,0.4,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571,0.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0
Polychloroprene,0.0243902,0,0.0540541,0.125,0.57963,0,0.0952381,0.0555556,0,0,0.125,0,0,0.0625,0,0.0606061,0,0,0,0,0.25,0,0,0.153846,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166667,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.142857,0.0555556,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(vinylSec-butylEther),0.0731707,0,0.0540541,0,0.082846,0,0.047619,0.111111,0,1,0.0416667,0.0714286,0,0,0,0.030303,0,0.5,0,0.5,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0.0714286,0.0555556,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0
Poly(1_2_2-trimethylpropylMethacrylate),0.195122,0,0.0810811,0,0.138889,0,0.047619,0.111111,1,1,0.0833333,0.0714286,0,0,0,0.0606061,0,0.5,0,1,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0.333333,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.833333,0,0,0,0.25,0.0714286,0,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,1,0,0
Poly(N-vinylCarbazole),0.268293,0.428571,0.351351,0,0.382835,0,0.380952,0.333333,0,0,0.333333,0.428571,0,0.375,0,0.363636,0.166667,0,0,0,0,0,0,0.230769,0.5,0.4,0.2,0,0,0,0,0,0.4,0.5,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714286,0.5,0.333333,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0
Poly(vinylAcetate),0.0487805,0,0.027027,0,0.347222,0,0.047619,0.0555556,0,1,0,0.0714286,0,0,0,0,0,0.5,0,0.333333,0,0,0.25,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0.25,0.0714286,0.0555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,0
Poly(vinylN-butylEther),0.0731707,0,0.0810811,0,0.082846,0,0.142857,0.0555556,0,1,0.0833333,0.0714286,0,0,0,0.0606061,0,0.5,0,0.333333,0,0,0,0.0769231,0,0.2,0,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0.142857,0.0555556,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0
Poly(ethyleneSebacate),0.292683,0,0.324324,0.75,0.231481,0,0.52381,0.111111,0,0,0.541667,0,0,0,0,0.30303,0,1,0,0,0,0,0.5,0.615385,0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0.666667,0,1,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0.5,0.714286,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1
Poly(p-t-butylStyrene),0.195122,0.142857,0.162162,0,0.145503,0,0.190476,0.166667,0,0,0.208333,0.142857,0,0.1875,0,0.181818,0,0,0,0.666667,0,0,0,0.0769231,0.166667,0.4,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.0714286,0.277778,0.0833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0,0,0
Poly(N-vinylPyrrolidone),0.097561,0.142857,0.135135,0,0.258715,0,0.142857,0.166667,0,0,0.166667,0.142857,0,0,0,0.121212,0.166667,0,0,0,0,0,0.25,0.153846,0,0.3,0,0,0,1,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.285714,0.0555556,0,0,0.25,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0
Poly(1-phenylethylMethacrylate),0.243902,0.142857,0.243243,0,0.294312,0,0.285714,0.166667,1,0,0.333333,0.142857,0,0.1875,0,0.242424,0,0.5,0,0.333333,0,0,0.25,0.153846,0.333333,0.1,0.1,1,0,0,0,0,0.2,0,0.333333,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.333333,0,0,0,0.25,0.0714286,0.277778,0.0833333,0.5,0.25,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0
Polyisoprene,0.0243902,0,0.0540541,0.125,0.0783476,0,0.0952381,0.0555556,0,0,0.125,0,0,0.0625,0,0.0606061,0,0,0,0.166667,0,0,0,0.153846,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166667,0,0.5,1,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0.142857,0.0555556,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(vinylN-decylEther),0.219512,0,0.243243,0,0.0425425,0,0.428571,0.0555556,0,1,0.333333,0.0714286,0,0,0,0.242424,0,0.5,0,0.333333,0,0,0,0.538462,0,0.2,0,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0.571429,0.0555556,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0
Poly(oxy-2_2-dichloromethyltrimethylene),0.097561,0,0.0540541,0.125,0.695602,0,0.0952381,0,1,0,0.125,0,0,0,0,0.030303,0,0.5,0,0.333333,0.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0.142857,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0,1
Poly(1-methylpentylMethacrylate),0.195122,0,0.135135,0,0.138889,0,0.142857,0.111111,1,1,0.166667,0.0714286,0,0,0,0.121212,0,0.5,0,0.666667,0,0,0.25,0.0769231,0,0.1,0,1,0,0,0,0,0,0,0.333333,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0.142857,0,0,0.5,0.25,0.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0
Poly(t-butylMethacrylate),0.146341,0,0.0540541,0,0.173611,0,0.047619,0.0555556,1,1,0.0416667,0.0714286,0,0,0,0.030303,0,0.5,0,0.833333,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0.333333,0,0,0,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.666667,0,0,0,0.25,0.0714286,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,1,0,0
Poly(12-aminododecanoicAcid),0.243902,0,0.297297,0.6875,0.0913413,0,0.52381,0.0555556,0,0,0.5,0,0,0,0,0.30303,0.166667,0,0,0,0,0,0.25,0.769231,0,0.1,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0.833333,0,0.5,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0.785714,0,0,0,0.25,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0
Poly(ethyleneSuberate),0.243902,0,0.27027,0.625,0.277778,0,0.428571,0.111111,0,0,0.458333,0,0,0,0,0.242424,0,1,0,0,0,0,0.5,0.461538,0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0.5,0,1,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0.5,0.571429,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1
Poly(vinylN-octylEther),0.170732,0,0.189189,0,0.0507766,0,0.333333,0.0555556,0,1,0.25,0.0714286,0,0,0,0.181818,0,0.5,0,0.333333,0,0,0,0.384615,0,0.2,0,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0.428571,0.0555556,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0
Poly(o-methylStyrene),0.121951,0.142857,0.162162,0,0.214425,0,0.190476,0.166667,0,0,0.208333,0.142857,0,0.1875,0,0.181818,0,0,0,0.166667,0,0,0,0.0769231,0.333333,0.4,0,0,0,0,0,0,0.2,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0.0714286,0.277778,0.0833333,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0
Poly(n-octylMethacrylate),0.243902,0,0.216216,0,0.115741,0,0.333333,0.0555556,1,1,0.291667,0.0714286,0,0,0,0.212121,0,0.5,0,0.5,0,0,0.25,0.384615,0,0,0,1,0,0,0.5,0,0,0,0.333333,0,0,0,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.333333,0,0,0,0.25,0.428571,0,0,0.5,0.25,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0
Poly(ethyleneAdipate),0.195122,0,0.216216,0.5,0.347222,0,0.333333,0.111111,0,0,0.375,0,0,0,0,0.181818,0,1,0,0,0,0,0.5,0.307692,0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0.333333,0,1,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0.5,0.428571,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1
Poly(8-aminocaprylicAcid),0.146341,0,0.189189,0.4375,0.135185,0,0.333333,0.0555556,0,0,0.333333,0,0,0,0,0.181818,0.166667,0,0,0,0,0,0.25,0.461538,0,0.1,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0.5,0,0,0,0.25,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0
Poly(diphenylmethylMethacrylate),0.365854,0.285714,0.405405,0,0.351852,0,0.52381,0.222222,1,0,0.5,0.285714,0,0.375,0,0.424242,0,0.5,0,0.166667,0,0,0.25,0.307692,0.666667,0.2,0.2,1,0,0,0,0,0.4,0,0.333333,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.166667,0,0,0,0.25,0.0714286,0.611111,0.166667,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0
Poly(vinylN-hexylEther),0.121951,0,0.135135,0,0.062963,0,0.238095,0.0555556,0,1,0.166667,0.0714286,0,0,0,0.121212,0,0.5,0,0.333333,0,0,0,0.230769,0,0.2,0,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0.285714,0.0555556,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0
Polyoxyhexamethylene,0.0731707,0,0.135135,0.3125,0.082846,0,0.285714,0,0,0,0.25,0,0,0,0,0.121212,0,0.5,0,0,0,0,0,0.384615,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.416667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.428571,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1
Poly(isopropylMethacrylate),0.121951,0,0.0540541,0,0.198413,0,0.047619,0.0555556,1,1,0.0416667,0.0714286,0,0,0,0.030303,0,0.5,0,0.666667,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0.333333,0,0,0,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0.0714286,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0
Poly(styreneOxide),0.121951,0.142857,0.189189,0.0625,0.332244,0,0.285714,0.111111,0,0,0.25,0.142857,0,0.1875,0,0.181818,0,0.5,0,0,0,0,0,0.153846,0.333333,0.2,0.1,0,0,0,0.5,0,0.2,0,0,0,0,0,0.25,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0.0714286,0.333333,0.0833333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1
Poly(vinyl2-ethylhexylEther),0.170732,0,0.135135,0,0.0507766,0,0.190476,0.111111,0,1,0.166667,0.0714286,0,0,0,0.121212,0,0.5,0,0.666667,0,0,0,0.0769231,0,0.4,0,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0.214286,0.0555556,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0
Poly(ethyleneSuccinate),0.146341,0,0.162162,0.375,0.462963,0,0.238095,0.111111,0,0,0.291667,0,0,0,0,0.121212,0,1,0,0,0,0,0.5,0.153846,0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0.166667,0,1,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0.5,0.285714,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1
Polystyrene,0.097561,0.142857,0.162162,0,0.25463,0,0.238095,0.111111,0,0,0.208333,0.142857,0,0.1875,0,0.181818,0,0,0,0,0,0,0,0.153846,0.333333,0.3,0.1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714286,0.333333,0.0833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0
Poly(dodecylMethacrylate),0.341463,0,0.324324,0,0.0868056,0,0.52381,0.0555556,1,1,0.458333,0.0714286,0,0,0,0.333333,0,0.5,0,0.5,0,0,0.25,0.692308,0,0,0,1,0,0,0.5,0,0,0,0.333333,0,0,0,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.333333,0,0,0,0.25,0.714286,0,0,0.5,0.25,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0
Poly(methylMethacrylate),0.0731707,0,0.027027,0,0.277778,0,0,0.0555556,1,1,0,0.0714286,0,0,0,0.030303,0,0,0,0.333333,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.166667,1,0,0,0.25,0.0714286,0,0,0,0,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0
Poly(ethylAcrylate),0.0731707,0,0.0540541,0,0.277778,0,0.047619,0.111111,0,1,0.0416667,0.0714286,0,0,0,0.030303,0,0.5,0,0.333333,0,0,0.25,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0.25,0.0714286,0.0555556,0,0,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0
Poly(hexamethyleneAdipamide),0.292683,0,0.324324,0.75,0.177875,0,0.52381,0.111111,0,0,0.541667,0,0,0,0,0.30303,0.333333,0,0,0,0,0,0.5,0.615385,0,0.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.666667,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.5,0.714286,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0
Poly(ethylenePhthalate),0.243902,0.142857,0.27027,0.3125,0.563973,0,0.333333,0.222222,0,0,0.375,0.142857,0,0.1875,0,0.242424,0,1,0,0,0,0,0.5,0.230769,0.166667,0,0.2,0,0,0,1,0,0.6,0,0,0,0,0,0.5,0,0,0.0833333,0,0,0,0,0,1,0.5,0,0,0,0.5,0,0,0,0,0,0.5,0.142857,0.222222,0.166667,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1
Poly(sec-butylMethacrylate),0.146341,0,0.0810811,0,0.173611,0,0.047619,0.111111,1,1,0.0833333,0.0714286,0,0,0,0.0606061,0,0.5,0,0.666667,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0.333333,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0.0714286,0,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0
Poly(1-methylbutylMethacrylate),0.170732,0,0.108108,0,0.154321,0,0.0952381,0.111111,1,1,0.125,0.0714286,0,0,0,0.0909091,0,0.5,0,0.666667,0,0,0.25,0,0,0.1,0,1,0,0,0,0,0,0,0.333333,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0.0714286,0,0,0.5,0.25,0.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0
