Selected Descriptors
14
23
440
458
47
3
9
29
85
41
40
441
459
460
32
77
2
22
462
61
464
18
450
26
76
91
38
11
147
129
5
78
137
130
66
145
131
95
161
172
141
112
65
321
21
111
119
176
207
97
150
83
444
70
45
98
1
215
234
90
170
48
36
183
92
113
