CID,n,M,C_in,C_ex,O_in,O_ex,N_in,N_ex,H,C1O_in,C1O_ex,C2O_in,C2O_ex,C1N_in,C1N_ex,C1C_in,C1C_ex,#degree1_in,#degree1_ex,#degree2_in,#degree2_ex,#degree3_in,#degree3_ex,#degree4_in,#degree4_ex,#double_bond_in,#double_bond_ex,#triple_bond_in,#triple_bond_ex,Diameter,Bc_121_in,Bc_121_ex,Bc_122_in,Bc_122_ex,Bc_123_in,Bc_123_ex,Bc_131_in,Bc_131_ex,Bc_132_in,Bc_132_ex,Bc_141_in,Bc_141_ex,Bc_221_in,Bc_221_ex,Bc_222_in,Bc_222_ex,Bc_223_in,Bc_223_ex,Bc_231_in,Bc_231_ex,Bc_232_in,Bc_232_ex,Bc_241_in,Bc_241_ex,Bc_331_in,Bc_331_ex,Bc_332_in,Bc_332_ex,Bc_341_in,Bc_341_ex,Bc_441_in,Bc_441_ex,2-branch_height,2-branch_leaf_number
128703,24,130.833,14,3,0,6,1,0,0,0,5,0,1,2,0,12,3,0,7,10,2,5,0,0,0,0,1,0,0,0.75,0,2,0,0,0,0,0,4,0,1,0,0,9,1,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,1,2
