CID,a
11,1.48
13,4.02
33,0.09
34,-0.06
176,-0.17
177,-0.34
179,-0.36
180,-0.24
196,0.08
222,-2.66
227,1.21
240,1.48
241,2.13
242,1.87
243,1.87
244,1.10
253,0.39
261,0.88
262,-0.92
263,0.88
264,0.79
284,-0.54
289,0.88
297,1.09
299,5.41
300,0.22
301,1.40
307,1.90
311,-1.64
323,1.39
335,1.95
338,2.26
342,1.96
356,5.18
370,0.70
379,3.05
398,0.93
403,0.04
424,-3.89
453,-2.20
525,-1.26
527,0.59
568,4.12
594,-2.49
602,-2.85
611,-3.69
612,-0.72
614,-2.54
617,-3.07
650,-1.34
674,-0.38
679,-1.35
700,-1.31
702,-0.31
712,0.35
713,-1.51
727,3.72
750,-3.21
753,-1.76
768,-0.25
785,0.59
798,2.14
807,2.49
878,0.78
887,-0.77
904,1.16
931,3.30
936,-0.37
942,1.17
948,0.36
949,2.31
957,3.00
965,7.64
980,1.91
988,-1.69
991,3.83
992,5.12
994,-1.38
995,4.46
996,1.46
1017,0.73
1030,-0.92
1031,0.25
1032,0.33
1049,0.65
1057,0.97
1065,2.88
1068,0.92
1072,-1.46
1101,-1.46
1110,-0.59
1115,-3.70
1118,-2.20
1133,0.09
1140,2.73
1146,0.16
1176,-2.11
1183,1.37
1254,3.2
1480,4
1486,2.81
1493,1.67
2078,3.52
2086,1.13
2087,6.50
2116,12.2
2148,-0.89
2244,1.19
2256,2.61
2268,2.75
2272,3.82
2286,3.84
2319,5.29
2336,6.13
2345,3.97
2347,4.73
2365,0.462
2519,-0.07
2537,2.38
2566,2.32
2682,6.83
2683,1.71
2707,0.99
2727,2.27
2728,3.51
2729,5.18
2730,4.96
2758,2.74
2871,4.13
2879,1.94
2943,4.40
2969,4.09
3017,3.81
3024,1.70
3026,4.50
3030,2.21
3031,2.74
3035,6.51
3036,6.91
3039,1.43
3048,5.40
3061,1.85
3062,1.26
3082,0.78
3118,4.02
3120,2.68
3224,3.83
3225,1.91
3249,10.44
3283,0.89
3286,5.073
