CID,n,n_in,ms,dg_1,dg_2,dg_3,dg_4,dg_in_1,dg_in_2,dg_in_3,dg_in_4,dg_hyd_0,dg_hyd_1,dg_hyd_2,dg_hyd_3,bd_in_2,bd_in_3,na_in_C,na_in_N,na_in_O,na_ex_C,na_ex_N,na_ex_O,C2_C2_1,C2_C2_2,C2_C3_1,C2_C3_2,C2_C4_1,C2_N2_1,C2_N2_2,C2_N3_1,C2_O2_1,C3_C3_1,C3_C3_2,C3_C4_1,C3_N2_1,C3_N2_2,C3_N3_1,C3_O2_1,C4_C4_1,C4_O2_1,N2_N2_1,O2_O2_1,FC_C0_C1_C2/1/1,FC_C0_C1/1,FC_C0_O1/2,FC_C0_O1/1,FC_C0_N1/1,FC_C0_C1_O2/1/1,FC_C0_C1_C2_C2/1/1/1,FC_C0_C1_C1/1/1,FC_O0_C1_C2_O2/1/1/2,FC_C0_C1_O2_O2/1/1/2,FC_O0_C1_C2/1/1,FC_C0_C1_O2/1/2,FC_C0_O1_C2/1/1,FC_C0_C1_C2/1/2,FC_C0_C1_C1_O2/1/1/1,FC_C0_C1_C2_C2/2/1/1,FC_C0_O1_O1_C2/2/1/1,FC_C0_C1_C2_O2/1/1/2,FC_C0_C1_O1/1/2,FC_C0_C1_C1_C1/1/1/1,FC_C0_N1_C2_C2/1/1/1,FC_C0_C1/2,FC_C0_C1_C2_C2_O1/1/1/2/2,FC_N0_C1_C2_C1_C2/1/1/1/1,FC_C0_C1_C2/2/1,FC_C0_C1_C1/1/2,FC_C0_C1_C2_O2_O1_O1_C2/1/1/1/2/1/1,FC_C0_C1_C2_O1/1/2/2,FC_C0_C1_C2_C2_C2/1/1/1/1,FC_O0_C1_C2_C2_C2/1/1/1/1,FC_C0_C1_N2/1/3,FC_C0_C1_O1/1/1,FC_C0_C1_N2/1/1,FC_C0_O1_O1/1/2,FC_C0_C1_C2_C2/1/1/2,FC_C0_C1_C2_O1/1/1/2,FC_C0_C1_C1_O1/1/1/1,FC_C0_C1_C1_C2/1/1/1,FC_C0_C1_C2_C1_O2/1/1/1/2,FC_C0_N1/3,FC_C0_C1_C2_C1_O2_O2/1/1/1/1/2,FC_C0_C1_C2_O2/1/1/1,FC_C0_C1_N1_C2/1/1/1,FC_C0_C1_C2_O1_O1_C2/1/1/2/1/1,FC_C0_C1_C2_C1_C2_O2/1/1/1/1/2,FC_C0_C1_C1_C1_N1/1/1/1/1,FC_C0_C1_C2_O1_O1_C2/1/2/2/1/1,FC_C0_C1_C2_C2_C1_C2_O2/2/1/1/1/1/2,FC_C0_C1_C1_C2_C1_C2/1/1/1/1/1,FC_C0_C1_C2_O2_O1/1/1/1/2,FC_C0_C1_C2_O2_O1_C2/1/1/1/1/1,FC_C0_C1_C2_C1_O2/2/1/1/2,FC_C0_C1_C1_O1_O2/1/1/1/1,FC_C0_N1_C2/1/1,FC_C0_C1_C1_C2_C1_C2_C2_C2/1/2/1/1/1/1/1,FC_C0_C1_C1_N1/1/1/1,FC_N0_C1_O2/2/2,FC_C0_C1_C1_C1/1/1/2,FC_C0_C1_C2_C2_O2_C1_C2_O2/1/1/1/1/1/1/1,FC_C0_C1_C1_C1_O1/1/1/1/1,FC_C0_C1_C2_C1_O2_O1/1/1/1/1/1,FC_O0_C1_C2_C2_C1_C2_C2/1/1/1/1/1/1,FC_O0_C1_C2_O2_C1_C2_O2/1/1/2/1/1/2,FC_C0_C1_C2_C1_O2/1/1/1/1,FC_O0_C1_C2_C1_C2/1/1/1/1,FC_C0_N1_N2/1/1,FC_C0_C1_C2_C2_C1_O2/1/1/1/1/1,FC_N0_C1/1,FC_C0_C1_C2_C2_C1_C2_O2/1/1/1/1/1/2,FC_C0_C1_O1_C2/1/1/1,FC_C0_C1_C2_C1_N2/1/1/1/1,FC_C0_C1_C2_C2_O1/1/1/1/2,FC_O0_C1_C2_C2_C1_C2_O2/1/1/2/1/1/2,FC_O0_C1_C2_C1_C2_O2/1/2/1/1/2,FC_C0_O1_O2/1/1,FC_O0_C1_C2_C2_C1_C2_O2/1/1/1/1/1/2,FC_C0_C1_C1_C2_O1/1/1/2/1,FC_C0_C1_C2_O2_C1_C2_O2/1/1/2/1/1/2,FC_C0_C1_C2_C1_C2/1/1/1/1,FC_C0_C1_C1_C2/1/1/2,FC_C0_C1_C2_C2_O2_C1_C2_O2/1/1/1/1/1/1/2,FC_N0_C1_C2_C1_C2_C1_C2/1/1/1/1/1/1,FC_N0_C1_C2_O2/1/1/2,FC_O0_C1_C2_C2_C2_C1_C2_O2/1/1/1/1/1/1/2,FC_C0_C1_C1_N2/2/1/3
4093,0.0322581,0,0.666667,0,0,0,0,0,0,0,0,0.230769,0.0769231,0.0243902,0.142857,0,0,0,0,0,0.444444,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5251,0.0645161,0.0555556,0.5,0,0.0638298,0,0,0.5,0.02,0,0,0.153846,0.384615,0,0.142857,0.125,0,0.0588235,0,0,0.333333,0,0.333333,0.030303,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5281,0.258065,0.277778,0.2,0,0.319149,0,0,0.5,0.26,0,0,0.153846,0.0769231,0.390244,0.142857,0,0,0.294118,0,0,0.333333,0,0.333333,0.424242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5541,0.177419,0.111111,0.8,0,0.106383,0.111111,0,0.75,0.04,0.166667,0,0.692308,0.0769231,0.0487805,0.428571,0,0,0.0588235,0,0.75,0.666667,0,0.5,0,0,0.181818,0,0,0,0,0,0.333333,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6184,0.0483871,0.0555556,0.285714,0,0.0638298,0,0,0.5,0.02,0,0,0.0769231,0.0769231,0.097561,0.142857,0,0,0.0588235,0,0,0.333333,0,0.166667,0.0606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6276,0.0322581,0.037037,0.333333,0,0.0425532,0,0,0.5,0,0,0,0,0.0769231,0.097561,0.142857,0,0,0.0392157,0,0,0.333333,0,0.166667,0.030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6360,0,0,0,0,0,0,0,0,0,0,0,0,0.0769231,0,0.428571,0,0,0,0,0,0.444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6385,0.016129,0,0.2,0,0,0,0,0,0,0,0,0.0769231,0,0.0243902,0.428571,0,0,0,0,0,0.444444,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6386,0.016129,0,0.4,0,0,0,0,0,0,0,0,0.0769231,0.0769231,0,0.428571,0,0,0,0,0,0.444444,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6403,0.0322581,0,0,0,0,0,0,0,0,0,0,0.0769231,0,0.0243902,0.571429,0,0,0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6404,0.0322581,0,0.333333,0,0,0,0,0,0,0,0,0.0769231,0.0769231,0.0243902,0.428571,0,0,0,0,0,0.555556,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6405,0.0322581,0,0.333333,0,0,0,0,0,0,0,0,0.0769231,0.0769231,0.0243902,0.428571,0,0,0,0,0,0.555556,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6406,0.0322581,0,0.5,0,0,0,0,0,0,0,0,0.230769,0.0769231,0,0.285714,0,0,0,0,0,0.444444,0.5,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6416,0.0483871,0,0.285714,0,0,0,0,0,0,0,0,0.230769,0,0,0.571429,0,0,0,0,0,0.666667,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6417,0.0483871,0,0.571429,0,0,0,0,0,0,0,0,0.230769,0.0769231,0,0.428571,0,0,0,0,0,0.555556,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6505,0.387097,0.296296,0.571429,0,0.255319,0.333333,0.5,1,0.22,0,1,1,0,0.268293,0.571429,0,0,0.235294,0,1,0.888889,0,0.666667,0.0909091,0,0.181818,0,1,0,0,0,0.5,0,0,0.333333,0,0,0,0.375,0,0.5,0,0,0.75,0,1,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6506,0.241935,0.166667,0.736842,0,0.106383,0.333333,0.5,0.75,0.1,0.166667,0,0.769231,0.0769231,0.121951,0.428571,0,0,0.117647,0,0.75,0.666667,0,0.666667,0,0,0.181818,0,1,0,0,0,0,0,0,0.333333,0,0,0,0.375,0,0,0,0,0,0,1,0.333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6549,0.112903,0.0740741,0.181818,0,0.0638298,0,0.5,0.5,0.04,0,0,0.153846,0.230769,0.0731707,0.428571,0,0,0.0784314,0,0,0.666667,0,0.166667,0.0606061,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6556,0.016129,0,0,0,0,0,0,0,0,0,0,0,0.0769231,0.0243902,0.428571,0,0,0,0,0,0.555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6557,0.016129,0,0,0,0,0,0,0,0,0,0,0.0769231,0.0769231,0.0487805,0.142857,0,0,0,0,0,0.555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6558,0.016129,0,0.2,0,0,0,0,0,0,0,0,0,0.0769231,0.0487805,0.285714,0,0,0,0,0,0.444444,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6559,0.016129,0,0.2,0,0,0,0,0,0,0,0,0.153846,0.0769231,0,0.285714,0,0,0,0,0,0.444444,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6560,0.016129,0,0.4,0,0,0,0,0,0,0,0,0,0.153846,0.0243902,0.285714,0,0,0,0,0,0.444444,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6561,0.016129,0,0.4,0,0,0,0,0,0,0,0,0.0769231,0.153846,0,0.285714,0,0,0,0,0,0.444444,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6568,0.016129,0,0.4,0,0,0,0,0,0,0,0,0,0.153846,0.0243902,0.285714,0,0,0,0,0,0.444444,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6569,0.016129,0,0.4,0,0,0,0,0,0,0,0,0.153846,0,0.0243902,0.285714,0,0,0,0,0,0.444444,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6570,0.016129,0,0.4,0,0,0,0,0,0,0,0,0.153846,0.0769231,0.0243902,0.142857,0,0,0,0,0,0.444444,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6589,0.0322581,0,0,0,0,0,0,0,0,0,0,0,0.153846,0,0.571429,0,0,0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6590,0.0322581,0,0.666667,0,0,0,0,0,0,0,0,0.153846,0.153846,0,0.285714,0,0,0,0,0,0.444444,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7268,0.0967742,0.0740741,0.8,0,0.0425532,0.222222,0,0.5,0.04,0,0,0.461538,0,0.0487805,0.285714,0,0,0.0392157,0,0.5,0.444444,0,0.333333,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0.25,0,0,0,0,0,0,0.666667,0,0,0,0,0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7282,0.0322581,0.0185185,0,0,0,0.111111,0,0,0,0,0,0,0.0769231,0.0487805,0.428571,0,0,0.0196078,0,0,0.555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7294,0.0322581,0.0185185,0.666667,0,0,0.111111,0,0,0,0,0,0.230769,0.0769231,0.0243902,0.142857,0,0,0.0196078,0,0,0.333333,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7344,0.0645161,0.037037,0.75,0,0.0212766,0.111111,0,0.5,0,0,0,0.230769,0.153846,0.0243902,0.285714,0,0,0.0196078,0,0.25,0.444444,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7351,0.0967742,0.0555556,0.4,0,0.0425532,0.111111,0,0.5,0.02,0,0,0.230769,0.153846,0.0243902,0.571429,0,0,0.0392157,0,0.25,0.666667,0,0.166667,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7352,0.0967742,0.0555556,0.4,0,0.0425532,0.111111,0,0.5,0.02,0,0,0.307692,0.0769231,0.0487805,0.428571,0,0,0.0392157,0,0.25,0.666667,0,0.166667,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7497,0.0645161,0.037037,0.375,0,0.0212766,0.111111,0,0.5,0,0,0,0.0769231,0.0769231,0.097561,0.285714,0,0,0.0196078,0.25,0,0.555556,0,0.166667,0,0,0,0,0,0,0,0.0833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7618,0.0967742,0.0740741,0.7,0,0.0638298,0.111111,0,0.75,0,0.166667,0,0.0769231,0.230769,0.146341,0,0,0,0.0588235,0.25,0,0.333333,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7622,0.145161,0.12963,0.0769231,0,0.12766,0.111111,0,0.75,0.06,0.166667,0,0.0769231,0,0.219512,0.428571,0,0,0.117647,0.25,0,0.666667,0,0,0.0909091,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7635,0.129032,0.0925926,0.333333,0,0.0851064,0.111111,0,0.5,0.06,0,0,0.230769,0.0769231,0.121951,0.428571,0,0,0.0784314,0,0.25,0.666667,0,0.166667,0.030303,0,0.181818,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
