CID,n,rank,n_in,link_edge,ms,dg_1,dg_2,dg_3,dg_4,dg_in_1,dg_in_2,dg_in_3,dg_in_4,bd_in_2,bd_in_3,na_in_C4,na_in_N3,na_in_O2,na_in_Si4,na_in_e*2,na_ex_C4,na_ex_Cl1,na_ex_N3,na_ex_O2,C4_2_C4_2_1,C4_2_C4_2_2,C4_2_C4_3_1,C4_2_C4_3_2,C4_2_C4_4_1,C4_2_N3_2_1,C4_2_N3_3_1,C4_2_O2_2_1,C4_2_Si4_4_1,C4_3_C4_3_1,C4_3_C4_3_2,C4_3_C4_4_1,C4_3_N3_2_1,C4_3_N3_2_2,C4_3_N3_3_1,C4_3_O2_2_1,C4_3_Si4_4_1,N3_2_N3_2_1,O2_2_Si4_4_1,e*2_2_C4_2_1,e*2_2_C4_3_1,e*2_2_C4_4_1,e*2_2_N3_2_1,e*2_2_O2_2_1,e*2_2_Si4_4_1,link_edge_C4_2_C4_2_1,link_edge_C4_2_C4_2_2,link_edge_C4_2_C4_3_1,link_edge_C4_2_C4_3_2,link_edge_C4_2_C4_4_1,link_edge_C4_2_N3_2_1,link_edge_C4_2_O2_2_1,link_edge_C4_3_C4_3_1,link_edge_C4_3_C4_4_1,link_edge_C4_3_N3_2_1,link_edge_C4_3_N3_3_1,link_edge_C4_3_O2_2_1,link_edge_O2_2_Si4_4_1,link_edge_e*2_2_C4_2_1,link_edge_e*2_2_C4_3_1,link_edge_e*2_2_C4_4_1,link_edge_e*2_2_N3_2_1,link_edge_e*2_2_O2_2_1,link_edge_e*2_2_Si4_4_1,LeafAC_C4_C4_1,LeafAC_C4_C4_2,LeafAC_C4_O2_1,LeafAC_C4_Si4_1,LeafAC_Cl1_C4_1,LeafAC_N3_C4_3,LeafAC_O2_C4_2,FC_1_C4_0_H1_1_H1_1_/_1_1_/_0_0_0,FC_2_C4_0_H1_1_/_1_/_0_0,FC_3_51_0_/_/_0,FC_4_C4_0_/_/_0,FC_5_O2_0_/_/_0,FC_6_C4_0_O2_1_/_2_/_0_0,FC_7_C4_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_8_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,FC_9_N3_0_/_/_0,FC_10_Si4_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_11_N3_0_H1_1_/_1_/_0_0,FC_12_C4_0_Cl1_1_/_1_/_0_0,FC_13_C4_0_H1_1_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_14_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_15_C4_0_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_16_O2_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_17_C4_0_O2_1_O2_1_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_18_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_19_C4_0_H1_1_H1_1_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_20_O2_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_21_C4_0_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_22_C4_0_C4_1_H1_2_H1_2_H1_2_C4_1_N3_2_/_1_1_1_1_1_3_/_0_0_0_0_0_0_0,FC_23_O2_0_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_/_0_0_0_0_0_0_0,FC_24_C4_0_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_25_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_26_C4_0_O2_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_27_O2_0_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_28_C4_0_O2_1_C4_1_H1_2_H1_2_Cl1_2_/_2_1_1_1_1_/_0_0_0_0_0_0,FC_29_C4_0_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_30_C4_0_C4_1_H1_2_H1_2_Cl1_2_C4_1_H1_2_H1_2_Cl1_2_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_31_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_Cl1_2_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_32_C4_0_O2_1_C4_1_H1_2_C4_2_H1_3_H1_3_/_2_1_1_2_1_1_/_0_0_0_0_0_0_0,CS_connecting_vertices_C4_2,CS_connecting_vertices_C4_3,CS_connecting_vertices_O2_2,CS_connecting_vertices_Si4_4,CS_connecting_vertices_e*2_2
Poly(5-phenyl-1-pentene),0.170732,0.142857,0.243243,0,0.181373,0,0.380952,0.111111,0,0,0.333333,0.142857,0,0.1875,0,0.272727,0,0,0,0,0,0,0,0,0.266667,0.333333,0.4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.266667,0.333333,0,0.0833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(1-butene),0,0,0,0,0,0,0,0.0555556,0,0,0.0416667,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.166667,0,0,0,0,0,0,0.0666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly[oxy(methylN-hexylsilylene)],0.121951,0,0.108108,0,0.170704,0,0.190476,0,1,1,0.125,0.0714286,0,0,0,0.0606061,0,0.5,1,0,0.5,0,0,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.166667,0,0,1,0,0,0,0.2,0,0,0,0.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Poly(neopentylMethacrylate),0.170732,0,0.0810811,0,0.175277,0,0.0952381,0.0555556,1,1,0.0833333,0.0714286,0,0,0,0.0606061,0,0.5,0,0,0.833333,0,0,0.25,0,0,0,0,0.5,0,0,0.5,0,0,0,0.333333,0,0,0,0.25,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0.666667,0,0,0,0,0,0.25,0.0666667,0,0,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(1_4-pentadiene),0.0243902,0,0.0810811,0.1875,0.0762072,0,0.190476,0,0,0,0.166667,0,0,0.0625,0,0.0909091,0,0,0,0,0,0,0,0,0.2,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly[oxy(methylN-hexadecylsilylene)],0.365854,0,0.378378,0,0.105928,0,0.666667,0,1,1,0.541667,0.0714286,0,0,0,0.363636,0,0.5,1,0,0.5,0,0,0,0.866667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.166667,0,0,1,0,0,0,0.866667,0,0,0,0.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Poly(1_3-dimethylbutylMethacrylate),0.195122,0,0.108108,0,0.163133,0,0.0952381,0.111111,1,1,0.125,0.0714286,0,0,0,0.0909091,0,0.5,0,0,0.833333,0,0,0.25,0,0,0.1,0,0.5,0,0,0,0,0,0,0.333333,0,0,0,0.5,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0.666667,0,0,0,0,0,0.25,0.0666667,0,0,0,0.5,0.25,0.25,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly[1_1-(1-phenylethane)Bis(4-phenyl)carbonate],0.487805,0.428571,0.540541,0.25,0.471518,0,0.666667,0.333333,1,0,0.625,0.428571,0,0.5625,0,0.545455,0,1,0,0,0.166667,0,0,0.25,0.266667,0.666667,0.5,0.5,0,0,0,0,0,0,0,1,0,0,0,0.75,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.5,0,0,1,0,0.166667,0,0,0,0,0,0.25,0,0.722222,0,0.416667,1,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Poly(cyclohexylMethacrylate),0.195122,0.142857,0.216216,0,0.206022,0,0.285714,0.111111,1,0,0.291667,0.142857,0,0,0,0.212121,0,0.5,0,0,0.166667,0,0,0.25,0.266667,0,0.2,0,0.5,0,0,0,0,0,0,0.333333,0,0,0,0.5,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0.166667,0,0,0,0,0,0.25,0.4,0.0555556,0,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(2-chloroethylMethacrylate),0.121951,0,0.0810811,0,0.485833,0,0.0952381,0.0555556,1,1,0.0833333,0.0714286,0,0,0,0.0606061,0,0.5,0,0,0.333333,0.25,0,0.25,0,0,0,0,0.5,0,0,0.5,0,0,0,0.333333,0,0,0,0.25,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0.166667,0,0,0,0.25,0,0.25,0.0666667,0,0,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Poly(vinylIsopropylEther),0.0487805,0,0.027027,0,0.10418,0,0.047619,0.0555556,0,1,0,0.0714286,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.333333,0,0,0,0,0,0,0.0666667,0.0555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(isobutylMethacrylate),0.146341,0,0.0810811,0,0.190335,0,0.0952381,0.0555556,1,1,0.0833333,0.0714286,0,0,0,0.0606061,0,0.5,0,0,0.666667,0,0,0.25,0,0,0,0,0.5,0,0,0.5,0,0,0,0.333333,0,0,0,0.25,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,0,0,0,0.25,0.0666667,0,0,0,0.5,0.25,0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly[methaneBis(4-phenyl)carbonate],0.317073,0.285714,0.378378,0.25,0.522019,0,0.47619,0.277778,0,0,0.458333,0.285714,0,0.375,0,0.363636,0,1,0,0,0,0,0,0.25,0.133333,0.333333,0.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0.25,0.0666667,0.444444,0,0.333333,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Poly(hexamethyleneSebacamide),0.390244,0,0.432432,1,0.169449,0,0.714286,0.111111,0,0,0.708333,0,0,0,0,0.424242,0.333333,0,0,0,0,0,0,0.5,0.8,0,0.2,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,1,0,0,1,0,1,0,0,1,0,0,0,0.5,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0.5,0.933333,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Poly(1_2-diphenylethylMethacrylate),0.390244,0.285714,0.432432,0,0.348521,0,0.571429,0.222222,1,0,0.541667,0.285714,0,0.375,0,0.454545,0,0.5,0,0,0.166667,0,0,0.25,0.266667,0.666667,0.4,0.2,0.5,0,0,0,0,0.2,0,0.333333,0,0,0,0.5,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0.166667,0,0,0,0,0,0.25,0.133333,0.611111,0,0.166667,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(phenylMethacrylate),0.195122,0.142857,0.216216,0,0.379446,0,0.285714,0.111111,1,0,0.291667,0.142857,0,0.1875,0,0.212121,0,0.5,0,0,0.166667,0,0,0.25,0.133333,0.333333,0.1,0.1,0.5,0,0,0,0,0,0,0.333333,0,0,0,0.5,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0.166667,0,0,0,0,0,0.25,0.0666667,0.277778,0,0.0833333,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(benzylMethacrylate),0.219512,0.142857,0.243243,0,0.341408,0,0.333333,0.111111,1,0,0.333333,0.142857,0,0.1875,0,0.242424,0,0.5,0,0,0.166667,0,0,0.25,0.133333,0.333333,0.2,0.1,0.5,0,0,0.5,0,0,0,0.333333,0,0,0,0.25,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0.166667,0,0,0,0,0,0.25,0.133333,0.277778,0,0.0833333,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(1-pentene),0.0243902,0,0.027027,0,0.00933538,0,0.047619,0.0555556,0,1,0,0.0714286,0,0,0,0.030303,0,0,0,0,0.333333,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.166667,0,0,0,0,0,0,0.0666667,0.0555556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly[oxy(2_6-diphenyl-1_4-phenylene)],0.365854,0.428571,0.459459,0,0.460101,0,0.571429,0.333333,0,0,0.5,0.428571,0,0.5625,0,0.484848,0,0.5,0,0,0,0,0,0,0.266667,0.666667,0.4,0.4,0,0,0,0,0,0.6,0.5,0,0,0,0,0.25,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0.666667,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Polyoxytetramethylene,0.0243902,0,0.0810811,0.1875,0.115835,0,0.190476,0,0,0,0.166667,0,0,0,0,0.0606061,0,0.5,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0.266667,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(1-hexene),0.0487805,0,0.0540541,0,0.0157228,0,0.0952381,0.0555556,0,1,0.0416667,0.0714286,0,0,0,0.0606061,0,0,0,0,0.333333,0,0,0,0.0666667,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.166667,0,0,0,0,0,0,0.133333,0.0555556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly[oxy(acryloxypropylmethylsilylene)],0.170732,0,0.135135,0,0.396532,0,0.190476,0.0555556,1,1,0.166667,0.0714286,0,0,0,0.0606061,0,1,1,0,0.5,0,0,0.25,0.133333,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0.25,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0.25,0.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Poly[oxy(2_6-dimethyl-1_4-phenylene)],0.121951,0.142857,0.135135,0,0.327183,0,0.0952381,0.222222,0,0,0.166667,0.142857,0,0.1875,0,0.121212,0,0.5,0,0,0.333333,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0.2,0.5,0,0,0,0,0.25,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0.5,0,0,1,0,0.333333,0,0,0,0,0,0,0,0.111111,0,0.166667,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Poly(2-ethylbutylMethacrylate),0.195122,0,0.108108,0,0.163133,0,0.0952381,0.111111,1,1,0.125,0.0714286,0,0,0,0.0909091,0,0.5,0,0,0.833333,0,0,0.25,0,0,0.1,0,0.5,0,0,0.5,0,0,0,0.333333,0,0,0,0.25,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,0,0,0,0.25,0.133333,0,0,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Polyisobutylene,0,0,0,0,0,0,0,0,1,0,0.0416667,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0.333333,0,0,0,0,0,0,0.0666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly[oxy(methylphenylsilylene)],0.121951,0.142857,0.162162,0,0.450469,0,0.238095,0.0555556,1,0,0.208333,0.142857,0,0.1875,0,0.121212,0,0.5,1,0,0.166667,0,0,0,0.133333,0.333333,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0.277778,0,0.0833333,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Poly(vinylCyclohexane),0.097561,0.142857,0.162162,0,0.0658695,0,0.238095,0.111111,0,0,0.208333,0.142857,0,0,0,0.181818,0,0,0,0,0,0,0,0,0.266667,0,0.3,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.4,0.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly[oxy(methylN-octadecylsilylene)],0.414634,0,0.432432,0,0.100495,0,0.761905,0,1,1,0.625,0.0714286,0,0,0,0.424242,0,0.5,1,0,0.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.166667,0,0,1,0,0,0,1,0,0,0,0.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Polychloroprene,0.0243902,0,0.0540541,0.125,0.517156,0,0.0952381,0.0555556,0,0,0.125,0,0,0.0625,0,0.0606061,0,0,0,0,0,0.25,0,0,0.0666667,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0833333,0,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0,0.133333,0.0555556,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(vinylSec-butylEther),0.0731707,0,0.0540541,0,0.0960211,0,0.047619,0.111111,0,1,0.0416667,0.0714286,0,0,0,0.030303,0,0.5,0,0,0.5,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.333333,0,0,0,0,0,0,0.0666667,0.0555556,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(1_2_2-trimethylpropylMethacrylate),0.195122,0,0.0810811,0,0.163133,0,0.047619,0.111111,1,1,0.0833333,0.0714286,0,0,0,0.0606061,0,0.5,0,0,1,0,0,0.25,0,0,0,0,0.5,0,0,0,0,0,0,0.333333,0,0,0,0.5,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0.833333,0,0,0,0,0,0.25,0.0666667,0,0,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Poly[oxy(methylN-octylsilylene)],0.170732,0,0.162162,0,0.148033,0,0.285714,0,1,1,0.208333,0.0714286,0,0,0,0.121212,0,0.5,1,0,0.5,0,0,0,0.333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.166667,0,0,1,0,0,0,0.333333,0,0,0,0.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Poly(N-vinylCarbazole),0.268293,0.428571,0.351351,0,0.393963,0,0.380952,0.333333,0,0,0.333333,0.428571,0,0.375,0,0.363636,0.166667,0,0,0,0,0,0,0,0.2,0.5,0.3,0.2,0,0,0,0,0,0.4,0.5,0,0,0,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0666667,0.5,0,0.333333,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(vinylAcetate),0.0487805,0,0.027027,0,0.32007,0,0.047619,0.0555556,0,1,0,0.0714286,0,0,0,0,0,0.5,0,0,0.333333,0,0,0.25,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.166667,0,0,0,0,0,0.25,0.0666667,0.0555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poly(vinylN-butylEther),0.0731707,0,0.0810811,0,0.0960211,0,0.142857,0.0555556,0,1,0.0833333,0.0714286,0,0,0,0.0606061,0,0.5,0,0,0.333333,0,0,0,0.0666667,0,0.1,0,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.166667,0,0,0,0,0,0,0.133333,0.0555556,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
