CID,na_in_C4,C4_2_O2_2_1,FC_3_C4_0_/_/_0,FC_17_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,na_ex_I1,LeafAC_O2_C4_1,FC_11_N3_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,N3_2_N3_2_1,dg_in_1,LeafAC_C4_C4_1,na_ex_S2,C4_3_S2_2_1,FC_13_C4_0_S6_1_O2_2_O2_2_N3_2_H1_3_H1_3_/_1_2_2_1_1_1_/_0_0_0_0_0_0_0,FC_35_N3_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,C4_2_N3_2_1,FC_52_S6_0_O2_1_O2_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_2_2_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,N3_2_N3_3_1,FC_28_C4_0_C4_1_O2_2_O2_2_H1_3_/_1_2_1_1_/_0_0_0_0_0,FC_22_C4_0_H1_1_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_14_C4_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_1_C4_0_H1_1_/_1_/_0_0,FC_45_O2_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_39_C4_0_H1_1_H1_1_C4_1_O2_2_O2_2_H1_3_/_1_1_1_2_1_1_/_0_0_0_0_0_0_0,FC_30_C4_0_H1_1_N3_1_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_16_C4_0_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_78_C4_0_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_/_1_1_1_2_1_1_/_0_0_0_0_0_0_0,FC_36_C4_0_H1_1_H1_1_C4_1_C4_2_H1_3_/_1_1_1_3_1_/_0_0_0_0_0_0,na_ex_C4,C4_2_N3_3_1,C4_2_C4_3_2
18759019,0.777778,0.5,0.5,0.0,0.0,0.2,0.0,0,0.0,0.571429,0,0.666667,0.0,0,0.25,0,0,0,0.0,0.0,0.75,0,0,0,0.0,0,0,0.5,0.0,0.666667
18758911,0.777778,0.5,0.5,0.0,0.0,0.2,0.0,0,0.0,0.571429,0,0.666667,0.0,0,0.25,0,0,0,0.0,0.0,0.75,0,0,0,0.0,0,0,0.5,0.0,0.666667
14162445,0.777778,0.0,0.375,0.0,0.0,0.2,0.0,0,0.6,1.0,0,0.0,0.0,0,0.75,0,0,0,1.0,0.0,0.75,0,0,0,0.0,0,0,0.833333,0.1,0.5
13770221,0.805556,0.0,0.375,0.0,0.0,0.2,0.0,0,0.6,1.0,0,0.0,0.0,0,0.75,0,0,0,1.0,0.0,0.75,0,0,0,0.0,0,0,0.916667,0.0,0.666667
75018687,0.944444,1.0,0.625,0.0,0.0,0.2,0.0,0,0.0,0.285714,0,0.333333,0.0,0,0.25,0,0,0,0.0,0.0,0.85,0,0,0,0.0,0,0,0.25,0.2,0.666667
75018781,0.944444,1.0,0.625,0.0,0.0,0.2,0.0,0,0.0,0.285714,0,0.333333,0.0,0,0.25,0,0,0,0.0,0.0,0.85,0,0,0,0.0,0,0,0.25,0.2,0.666667
18759016,0.861111,0.25,0.5,0.333333,0.0,0.2,0.0,0,0.0,0.428571,0,0.666667,0.0,0,0.25,0,0,0,0.0,0.0,0.8,0,0,0,0.0,0,0,0.333333,0.1,0.666667
75018566,0.861111,0.25,0.5,0.333333,0.0,0.2,0.0,0,0.0,0.428571,0,0.666667,0.0,0,0.25,0,0,0,0.0,0.0,0.8,0,0,0,0.0,0,0,0.333333,0.1,0.666667
5076,0.777778,0.25,0.5,0.0,0.0,0.2,0.5,0,0.0,0.571429,0,0.666667,0.0,0,0.25,0,0,0,0.0,0.0,0.75,0,0,0,0.0,0,0,0.583333,0.1,0.666667
58990865,0.777778,0.25,0.5,0.0,0.0,0.2,0.5,0,0.0,0.571429,0,0.666667,0.0,0,0.25,0,0,0,0.0,0.0,0.75,0,0,0,0.0,0,0,0.583333,0.1,0.666667
14162447,0.805556,0.0,0.375,0.0,0.0,0.2,0.0,0,0.6,1.0,0,0.0,0.0,0,0.75,0,0,0,1.0,0.0,0.75,0,0,1,0.0,0,0,0.833333,0.0,0.5
18759039,0.777778,0.25,0.5,0.0,0.0,0.2,0.0,0,0.0,0.714286,0,0.666667,0.0,1,0.25,0,0,0,0.0,0.0,0.75,0,0,0,0.0,0,0,0.666667,0.1,0.666667
75018648,0.777778,0.25,0.5,0.0,0.0,0.2,0.0,0,0.0,0.714286,0,0.666667,0.0,1,0.25,0,0,0,0.0,0.0,0.75,0,0,0,0.0,0,0,0.666667,0.1,0.666667
18759065,0.777778,0.25,0.5,0.0,0.0,0.2,0.5,0,0.0,0.714286,0,1.0,0.0,0,0.25,0,0,0,0.0,0.333333,0.7,0,0,0,0.0,0,0,0.666667,0.1,0.666667
18759116,0.777778,0.25,0.5,0.0,0.0,0.2,0.5,0,0.0,0.714286,0,1.0,0.0,0,0.25,0,0,0,0.0,0.333333,0.7,0,0,0,0.0,0,0,0.666667,0.1,0.666667
18759090,0.888889,1.0,0.625,0.0,0.0,0.2,0.0,0,0.0,0.285714,0,0.666667,0.0,0,0.25,0,0,0,0.0,0.0,0.75,0,0,0,0.0,0,0,0.25,0.2,0.666667
18759034,0.888889,1.0,0.625,0.0,0.0,0.2,0.0,0,0.0,0.285714,0,0.666667,0.0,0,0.25,0,0,0,0.0,0.0,0.75,0,0,0,0.0,0,0,0.25,0.2,0.666667
14162467,0.972222,0.0,0.375,0.0,0.0,0.2,0.0,0,0.4,0.714286,0,0.0,0.0,0,0.75,0,0,0,0.5,0.0,0.8,0,0,0,0.0,0,0,0.666667,0.0,0.666667
18624599,0.861111,0.25,0.5,0.0,0.0,0.2,0.0,0,0.0,0.571429,0,0.666667,0.0,0,0.25,0,0,0,0.0,0.0,0.8,0,0,0,0.0,0,0,0.5,0.1,0.666667
11803531,0.361111,0.0,0.375,0.0,0.0,0.0,0.0,1,0.2,0.0,0,0.666667,0.5,0,0.0,0,0,0,0.0,0.0,0.2,0,0,0,0.0,0,0,0.0833333,0.0,0.333333
74973835,1.0,0.0,0.25,0.0,0.0,0.0,0.5,0,0.2,0.285714,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.8,0,0,0,0.0,0,0,0.333333,0.3,0.333333
23277696,0.805556,0.5,0.25,0.0,0.0,0.2,0.5,0,0.2,0.142857,0,0.0,0.0,1,0.5,0,0,0,0.0,0.0,0.55,0,0,0,0.5,0,0,0.416667,0.2,0.5
23277668,0.861111,0.5,0.25,0.0,0.0,0.2,0.5,0,0.0,0.142857,0,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.6,0,0,0,0.0,0,0,0.25,0.5,0.333333
75018774,0.888889,0.5,0.5,0.0,0.0,0.2,0.0,0,0.0,0.285714,0,0.0,0.0,0,0.5,0,0,0,0.0,0.0,0.95,0,0,0,0.0,0,0,0.25,0.0,0.833333
75018818,0.888889,0.25,0.5,0.0,0.0,0.2,0.5,0,0.0,0.428571,0,0.0,0.0,0,0.25,0,0,0,0.0,0.0,0.95,0,0,0,0.0,0,0,0.5,0.1,0.666667
75018773,0.888889,0.5,0.5,0.0,0.0,0.2,0.0,0,0.0,0.285714,0,0.0,0.0,0,0.5,0,0,0,0.0,0.0,0.95,0,0,0,0.0,0,0,0.25,0.0,0.833333
23277659,0.861111,0.5,0.25,0.0,0.0,0.2,0.0,0,0.0,0.142857,0,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.6,0,0,0,0.0,0,0,0.166667,0.3,0.333333
75018548,0.861111,0.5,0.5,0.0,0.0,0.2,0.0,0,0.0,0.571429,0,0.0,0.0,0,0.5,0,0,0,0.0,0.666667,0.85,0,0,0,0.0,0,0,0.416667,0.0,0.666667
86190,0.888889,0.5,0.25,0.0,0.0,0.2,0.0,0,0.0,0.142857,0,0.333333,0.0,1,0.0,0,0,0,0.0,0.0,0.65,0,0,0,0.0,0,0,0.166667,0.3,0.333333
3648,0.388889,0.0,0.5,0.0,0.0,0.2,0.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.25,0,0,0,0.0,0,0,0.0833333,0.1,0.0
4470975,0.944444,0.0,0.5,0.0,0.0,0.4,1.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.666667,0.2,0.666667
4470975,0.944444,0.0,0.5,0.0,0.0,0.4,1.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.666667,0.2,0.666667
4470975,0.944444,0.0,0.5,0.0,0.0,0.4,1.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.666667,0.2,0.666667
4470975,0.944444,0.0,0.5,0.0,0.0,0.4,1.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.666667,0.2,0.666667
4470975,0.944444,0.0,0.5,0.0,0.0,0.4,1.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.666667,0.2,0.666667
4470975,0.944444,0.0,0.5,0.0,0.0,0.4,1.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.666667,0.2,0.666667
4470975,0.944444,0.0,0.5,0.0,0.0,0.4,1.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.666667,0.2,0.666667
4470975,0.944444,0.0,0.5,0.0,0.0,0.4,1.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.666667,0.2,0.666667
4470975,0.944444,0.0,0.5,0.0,0.0,0.4,1.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.666667,0.2,0.666667
78185458,0.861111,0.5,0.5,0.0,0.0,0.2,0.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.5,0.0,0.666667
78185459,0.861111,0.5,0.5,0.0,0.0,0.2,0.0,0,0.0,0.571429,0,0.0,0.0,0,0.5,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.5,0.0,0.666667
78185460,0.861111,0.5,0.5,0.0,0.0,0.2,0.0,0,0.0,0.571429,0,0.0,0.0,0,0.5,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.5,0.0,0.666667
78185461,0.861111,0.0,0.5,0.0,0.0,0.2,1.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.666667,0.2,0.666667
22910068,0.944444,0.5,0.5,0.0,0.0,0.4,0.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.5,0.0,0.666667
22910068,0.944444,0.5,0.5,0.0,0.0,0.4,0.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.5,0.0,0.666667
22910068,0.944444,0.5,0.5,0.0,0.0,0.4,0.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.5,0.0,0.666667
22910068,0.944444,0.5,0.5,0.0,0.0,0.4,0.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.5,0.0,0.666667
22910068,0.944444,0.5,0.5,0.0,0.0,0.4,0.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.5,0.0,0.666667
22910068,0.944444,0.5,0.5,0.0,0.0,0.4,0.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.5,0.0,0.666667
22910068,0.944444,0.5,0.5,0.0,0.0,0.4,0.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.5,0.0,0.666667
22910068,0.944444,0.5,0.5,0.0,0.0,0.4,0.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.5,0.0,0.666667
22910068,0.944444,0.5,0.5,0.0,0.0,0.4,0.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.5,0.0,0.666667
11114675,0.722222,0.0,0.75,0.0,0.0,0.0,1.0,0,0.2,0.0,0,0.0,0.0,0,0.5,0,0,0,0.0,0.0,0.45,0,0,0,0.0,0,1,0.333333,1.0,0.666667
10962985,0.722222,0.0,0.75,0.0,0.0,0.0,0.5,0,0.2,0.0,0,0.0,0.0,0,0.5,0,1,0,0.0,0.0,0.4,0,0,0,0.0,0,1,0.25,0.7,0.666667
10876117,0.805556,0.0,0.875,0.0,0.0,0.0,0.0,0,0.4,0.285714,0,0.0,0.0,0,0.5,0,0,0,0.0,0.0,0.5,0,0,0,0.0,0,1,0.5,0.6,0.833333
22910111,0.944444,0.5,0.5,0.0,0.0,0.4,0.0,0,0.0,0.571429,0,0.0,0.0,0,0.5,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.5,0.0,0.666667
22910076,0.944444,0.5,0.5,0.0,0.0,0.4,0.0,0,0.0,0.571429,0,0.0,0.0,0,0.5,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.5,0.0,0.666667
20865,0.277778,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.45,0,0,0,0.0,0,0,0.0,0.0,0.5
788021,0.277778,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.4,0,0,0,0.0,0,0,0.0,0.0,0.666667
16787408,0.277778,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.142857,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.4,0,0,0,0.0,0,0,0.166667,0.0,0.666667
578975,0.277778,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.4,0,0,0,0.5,0,0,0.0833333,0.0,0.666667
231837,0.277778,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.45,0,0,0,0.0,0,0,0.0,0.0,0.5
311763,0.277778,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.4,0,0,0,0.0,0,0,0.0,0.0,0.666667
16781984,0.277778,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.4,0,0,0,0.0,0,0,0.0833333,0.0,0.666667
9047,0.222222,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.5,0,0,0,0.0,0.0,0.3,0,0,0,0.5,0,0,0.0833333,0.0,0.333333
61466288,0.277778,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.35,0,0,0,0.0,0,0,0.0,0.0,0.5
95067,0.111111,0.0,0.125,0.0,0.0,0.0,0.0,0,0.2,0.285714,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.2,0,0,0,0.0,0,0,0.333333,0.0,0.333333
74369,0.111111,0.0,0.125,0.0,0.0,0.0,0.0,0,0.2,0.0,0,0.0,0.0,0,0.0,1,0,0,0.0,0.0,0.2,0,0,0,0.0,0,0,0.166667,0.0,0.333333
743889,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.142857,0,0.0,0.0,0,0.25,0,0,0,0.0,0.333333,0.35,0,0,0,0.0,0,0,0.0833333,0.0,0.5
5344,0.194444,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.285714,0,0.0,0.0,0,0.0,0,0,0,0.0,0.666667,0.2,0,0,0,0.0,0,0,0.166667,0.0,0.333333
28967489,0.277778,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.142857,0,0.0,0.0,0,0.0,0,0,0,0.0,0.333333,0.35,0,0,0,0.0,0,0,0.0833333,0.0,0.5
102099720,0.277778,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.35,0,0,0,0.0,0,0,0.0,0.0,0.5
4999,0.388889,0.0,0.5,0.0,0.0,0.0,0.0,0,0.2,0.0,1,0.0,0.0,0,0.25,0,0,0,0.0,0.0,0.35,0,0,0,0.0,0,0,0.0833333,0.1,0.5
54897,0.416667,0.0,0.5,0.0,0.0,0.0,0.0,0,0.4,0.285714,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.35,0,0,0,0.0,0,0,0.333333,0.3,0.5
60795,0.583333,0.25,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.3,0,0,0,0.0,0,0,0.0,0.5,0.333333
60854,0.527778,0.0,0.75,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.333333,0.0,0,0.0,0,0,0,0.0,0.0,0.3,0,0,0,0.0,0,0,0.0,0.5,0.666667
4745,0.388889,0.0,0.5,0.0,0.0,0.0,0.0,0,0.4,0.142857,1,0.0,0.0,0,0.25,0,0,0,0.0,0.0,0.35,0,0,0,0.0,0,0,0.25,0.2,0.333333
71272,0.388889,0.0,0.5,0.0,0.0,0.0,0.5,0,0.2,0.0,0,0.0,0.0,0,0.25,0,0,0,0.0,0.0,0.4,0,0,0,0.0,0,0,0.166667,0.0,0.5
4449,0.583333,0.25,0.25,0.0,0.0,0.0,0.0,0,0.0,0.142857,0,0.0,0.0,0,0.0,0,1,0,0.0,0.0,0.45,0,0,0,0.0,0,0,0.166667,0.7,0.5
2118,0.388889,0.0,0.625,0.0,0.0,0.0,0.0,1,0.0,0.142857,0,0.0,0.0,0,0.25,0,0,0,0.0,0.333333,0.4,0,0,0,0.0,0,0,0.0833333,0.0,0.333333
2196,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.2,0,0,0,0.5,0,0,0.0833333,0.1,0.333333
2441,0.333333,0.0,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.25,0,0,0,0.0,0.0,0.35,0,0,0,0.0,0,0,0.0,0.0,0.333333
2474,0.333333,0.0,0.125,0.0,0.0,0.0,0.0,0,0.2,0.428571,0,0.0,0.0,0,0.0,0,0,0,0.0,0.666667,0.2,0,0,0,0.0,0,0,0.333333,0.2,0.166667
444,0.166667,0.0,0.125,0.333333,0.0,0.0,0.0,0,0.2,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.2,0,0,0,0.0,0,0,0.416667,0.0,0.333333
2801,0.416667,0.0,0.5,0.0,0.0,0.0,0.0,0,0.2,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.35,0,0,0,0.0,0,0,0.166667,0.1,0.5
2802,0.361111,0.0,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.25,0,0,0,0.0,0.0,0.35,0,0,0,0.0,0,0,0.0,0.0,0.5
3337,0.166667,0.0,0.125,0.333333,0.0,0.0,0.0,0,0.2,0.285714,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.2,0,0,0,0.0,0,0,0.333333,0.0,0.333333
3148,0.472222,0.0,0.375,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.25,0,0,0,0.0,0.0,0.45,0,0,0,0.0,0,0,0.0,0.1,0.5
3380,0.361111,0.0,0.5,0.0,0.0,0.0,0.5,0,0.0,0.0,0,0.0,0.0,0,0.25,0,0,0,0.0,0.0,0.35,0,0,0,0.0,0,0,0.0833333,0.0,0.5
3686,0.361111,0.0,0.125,0.0,0.0,0.2,0.0,0,0.2,0.142857,0,0.0,0.0,0,0.0,0,0,0,0.0,0.333333,0.0,0,0,0,1.0,0,0,0.333333,0.0,0.0
3878,0.194444,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.15,0,0,0,0.0,0,0,0.0,0.0,0.166667
3958,0.361111,0.0,0.5,0.0,0.0,0.2,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.35,0,0,0,0.0,0,0,0.0,0.0,0.5
4158,0.305556,0.0,0.125,0.0,0.0,0.0,0.0,0,0.2,0.0,0,0.0,0.0,0,0.25,0,0,0,0.0,0.0,0.35,0,0,0,0.0,0,0,0.0833333,0.0,0.166667
10359044,0.388889,0.0,0.625,0.0,0.0,0.0,0.0,1,0.0,0.142857,0,0.0,0.0,0,0.25,0,0,0,0.0,0.333333,0.35,0,0,0,0.0,0,0,0.0833333,0.0,0.5
44115,0.388889,0.0,0.375,0.0,0.0,0.2,0.0,0,0.2,0.0,0,0.0,0.0,0,0.25,0,0,0,0.0,0.0,0.35,0,0,0,0.0,0,0,0.0833333,0.0,0.5
5002,0.5,0.5,0.625,0.0,0.0,0.2,0.0,0,0.2,0.0,0,0.666667,0.0,0,0.0,0,0,0,0.0,0.0,0.4,0,0,0,0.0,0,0,0.0833333,0.5,0.666667
5203,0.388889,0.0,0.375,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.4,0,0,0,0.0,0,0,0.0833333,0.0,0.5
5210,0.277778,0.0,0.25,0.0,0.0,0.0,0.0,0,0.2,0.285714,0,0.0,0.0,0,0.0,0,0,0,0.5,0.0,0.2,0,0,0,0.0,0,0,0.416667,0.0,0.333333
5374,0.166667,0.0,0.25,0.0,0.0,0.0,0.0,0,0.2,0.0,0,0.666667,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.166667,0.3,0.0
68870,0.472222,0.0,0.5,0.0,0.0,0.2,0.5,0,0.2,0.0,0,0.0,0.0,0,0.25,0,0,0,0.0,0.0,0.4,0,1,0,0.0,0,0,0.166667,0.0,0.5
5556,0.388889,0.0,0.625,0.0,0.0,0.0,0.0,1,0.0,0.142857,0,0.0,0.0,0,0.25,0,0,0,0.0,0.333333,0.35,0,0,0,0.0,0,0,0.0833333,0.0,0.5
5732,0.361111,0.0,0.5,0.0,0.0,0.0,0.0,0,0.2,0.285714,0,0.0,0.0,0,0.0,0,0,0,0.0,0.666667,0.35,0,0,0,0.0,0,0,0.333333,0.1,0.5
5735,0.388889,0.0,0.375,0.0,0.0,0.0,0.5,0,0.0,0.0,0,0.0,0.0,0,0.75,0,0,0,0.0,0.0,0.3,0,0,0,0.0,0,0,0.0833333,0.4,0.166667
74769,0.416667,0.0,0.625,0.0,1.0,0.2,0.0,0,0.2,0.142857,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.3,0,0,0,0.0,0,0,0.166667,0.0,0.666667
11410975,0.472222,0.25,0.75,0.0,1.0,0.0,0.0,0,0.4,0.142857,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.3,0,0,0,0.0,0,0,0.333333,0.0,0.666667
16736849,0.472222,0.25,0.75,0.0,1.0,0.0,0.0,0,0.4,0.714286,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.3,0,0,0,0.0,0,0,0.666667,0.1,0.666667
192125,0.5,0.25,0.75,0.0,1.0,0.0,0.0,0,0.4,0.142857,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.3,0,0,0,0.0,0,0,0.333333,0.0,0.666667
12543,0.111111,0.0,0.125,0.0,0.0,0.0,0.0,0,0.2,0.142857,0,0.0,0.0,0,0.0,0,0,0,0.0,0.333333,0.2,0,0,0,0.0,0,0,0.166667,0.0,0.333333
2756,0.138889,0.0,0.125,0.0,0.0,0.0,0.0,0,0.2,0.142857,0,0.0,0.0,0,0.5,0,0,0,0.0,0.333333,0.05,0,0,0,0.0,0,0,0.25,0.0,0.0
3687,0.166667,0.0,0.0,0.0,0.5,0.4,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.1,0,0,0,0.0,0,0,0.0833333,0.1,0.166667
13763145,0.138889,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0.5,0,0.0,0,0,0,0.0,0.0,0.05,0,0,0,0.0,0,0,0.0,0.0,0.166667
3371,0.277778,0.0,0.25,0.0,0.0,0.2,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,1,0.0,0.0,0.4,0,0,0,0.0,0,0,0.166667,0.0,0.666667
4488,0.25,0.0,0.25,0.0,0.0,0.2,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,1,0.0,0.0,0.35,0,0,0,0.0,0,0,0.166667,0.0,0.333333
74020864,0.0,0.0,0.125,0.0,0.0,0.0,0.5,0,0.2,0.0,0,0.666667,0.5,0,0.0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.166667,0.0,0.0
138395483,0.361111,0.5,0.375,0.333333,0.0,0.0,0.0,0,0.2,0.285714,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.3,0,0,0,0.5,0,0,0.333333,0.0,0.333333
13412424,0.333333,0.5,0.375,0.333333,0.0,0.0,0.0,0,0.2,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.3,0,0,0,0.5,0,0,0.5,0.0,0.333333
15330,0.416667,0.0,0.375,0.333333,0.0,0.0,0.0,0,0.4,0.285714,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.5,0,0,0,0.0,0,0,0.416667,0.0,0.333333
74001015,0.0,0.0,0.125,0.0,0.0,0.0,0.5,0,0.2,0.0,0,0.666667,0.5,0,0.0,1,1,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.25,0.0,0.0
3638938,0.0,0.0,0.125,0.0,0.0,0.0,0.5,0,0.2,0.0,0,0.666667,0.5,0,0.0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.166667,0.0,0.0
3964,0.416667,0.0,0.625,0.0,0.0,0.0,0.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.35,0,0,0,0.0,0,0,0.0833333,0.4,0.5
23276885,0.388889,0.25,0.375,0.333333,0.0,0.4,0.0,0,0.4,0.142857,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.3,0,0,0,0.5,0,0,0.333333,0.2,0.333333
