CID,na_in_C4,C4_2_O2_2_1,FC_3_C4_0_/_/_0,FC_17_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,na_ex_I1,LeafAC_O2_C4_1,FC_11_N3_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,N3_2_N3_2_1,dg_in_1,LeafAC_C4_C4_1,na_ex_S2,C4_3_S2_2_1,FC_13_C4_0_S6_1_O2_2_O2_2_N3_2_H1_3_H1_3_/_1_2_2_1_1_1_/_0_0_0_0_0_0_0,FC_35_N3_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,C4_2_N3_2_1,FC_52_S6_0_O2_1_O2_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_2_2_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,N3_2_N3_3_1,FC_28_C4_0_C4_1_O2_2_O2_2_H1_3_/_1_2_1_1_/_0_0_0_0_0,FC_22_C4_0_H1_1_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_14_C4_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_1_C4_0_H1_1_/_1_/_0_0,FC_45_O2_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_39_C4_0_H1_1_H1_1_C4_1_O2_2_O2_2_H1_3_/_1_1_1_2_1_1_/_0_0_0_0_0_0_0,FC_30_C4_0_H1_1_N3_1_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_16_C4_0_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_78_C4_0_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_/_1_1_1_2_1_1_/_0_0_0_0_0_0_0,FC_36_C4_0_H1_1_H1_1_C4_1_C4_2_H1_3_/_1_1_1_3_1_/_0_0_0_0_0_0,na_ex_C4,C4_2_N3_3_1,C4_2_C4_3_2,FC_38_N3_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,C4_3_S6_4_1,C4_3_N3_2_2,C4_2_C4_3_1,N3_3_S6_4_1,C4_2_N3_3_2,FC_18_C4_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_47_C4_0_O2_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_54_C4_0_C4_1_H1_2_H1_2_N3_2_H1_3_H1_3_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_63_N3_0_C4_1_H1_2_H1_2_H1_2_C4_1_N3_2_H1_3_N3_2_H1_3_H1_3_/_1_1_1_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_62_C4_0_H1_1_C4_1_O2_2_O2_2_H1_3_/_1_1_2_1_1_/_0_0_0_0_0_0,FC_82_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_N3_2_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_65_C4_0_O2_1_O2_1_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_80_C4_0_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0,N3_2_N3_2_2,FC_87_N3_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,C4_4_O2_2_1,FC_75_S6_0_O2_1_O2_1_C4_1_F1_2_F1_2_F1_2_/_2_2_1_1_1_1_/_0_0_0_0_0_0_0,FC_10_C4_0_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,FC_7_O2_0_/_/_0,FC_57_C4_0_H1_1_N3_1_H1_2_H1_2_C4_1_O2_2_O2_2_H1_3_/_1_1_1_1_1_2_1_1_/_0_0_0_0_0_0_0_0_0,FC_77_C4_0_H1_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,LeafAC_C4_C4_3,dg_1,LeafAC_N3_C4_2
18759116,0.777778,0.25,0.5,0.0,0.0,0.2,0.5,0,0.0,0.714286,0,1.0,0.0,0,0.25,0,0,0,0.0,0.333333,0.7,0,0,0,0.0,0,0,0.666667,0.1,0.666667,0,0.0,0.666667,0.666667,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0.5,0.142857,0,0,0,0,0
18759090,0.888889,1.0,0.625,0.0,0.0,0.2,0.0,0,0.0,0.285714,0,0.666667,0.0,0,0.25,0,0,0,0.0,0.0,0.75,0,0,0,0.0,0,0,0.25,0.2,0.666667,0,0.0,0.333333,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.5,0.428571,0,0,0,0,0
18759034,0.888889,1.0,0.625,0.0,0.0,0.2,0.0,0,0.0,0.285714,0,0.666667,0.0,0,0.25,0,0,0,0.0,0.0,0.75,0,0,0,0.0,0,0,0.25,0.2,0.666667,0,0.0,0.333333,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.5,0.428571,0,0,0,0,0
14162467,0.972222,0.0,0.375,0.0,0.0,0.2,0.0,0,0.4,0.714286,0,0.0,0.0,0,0.75,0,0,0,0.5,0.0,0.8,0,0,0,0.0,0,0,0.666667,0.0,0.666667,0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
18624599,0.861111,0.25,0.5,0.0,0.0,0.2,0.0,0,0.0,0.571429,0,0.666667,0.0,0,0.25,0,0,0,0.0,0.0,0.8,0,0,0,0.0,0,0,0.5,0.1,0.666667,0,0.0,0.333333,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0.5,0.142857,0,0,0,0,0
11803531,0.361111,0.0,0.375,0.0,0.0,0.0,0.0,1,0.2,0.0,0,0.666667,0.5,0,0.0,0,0,0,0.0,0.0,0.2,0,0,0,0.0,0,0,0.0833333,0.0,0.333333,0,0.5,0.666667,0.133333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
74973835,1.0,0.0,0.25,0.0,0.0,0.0,0.5,0,0.2,0.285714,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.8,0,0,0,0.0,0,0,0.333333,0.3,0.333333,0,0.0,0.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
23277696,0.805556,0.5,0.25,0.0,0.0,0.2,0.5,0,0.2,0.142857,0,0.0,0.0,1,0.5,0,0,0,0.0,0.0,0.55,0,0,0,0.5,0,0,0.416667,0.2,0.5,0,0.0,0.0,0.733333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.285714,0,0,0,0,0
23277668,0.861111,0.5,0.25,0.0,0.0,0.2,0.5,0,0.0,0.142857,0,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.6,0,0,0,0.0,0,0,0.25,0.5,0.333333,0,0.0,0.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.285714,0,0,0,0,0
75018774,0.888889,0.5,0.5,0.0,0.0,0.2,0.0,0,0.0,0.285714,0,0.0,0.0,0,0.5,0,0,0,0.0,0.0,0.95,0,0,0,0.0,0,0,0.25,0.0,0.833333,0,0.0,0.0,0.866667,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.5,0.285714,0,0,0,0,0
75018818,0.888889,0.25,0.5,0.0,0.0,0.2,0.5,0,0.0,0.428571,0,0.0,0.0,0,0.25,0,0,0,0.0,0.0,0.95,0,0,0,0.0,0,0,0.5,0.1,0.666667,0,0.0,0.333333,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.5,0.142857,0,0,0,0,0
75018773,0.888889,0.5,0.5,0.0,0.0,0.2,0.0,0,0.0,0.285714,0,0.0,0.0,0,0.5,0,0,0,0.0,0.0,0.95,0,0,0,0.0,0,0,0.25,0.0,0.833333,0,0.0,0.0,0.866667,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.5,0.285714,0,0,0,0,0
23277659,0.861111,0.5,0.25,0.0,0.0,0.2,0.0,0,0.0,0.142857,0,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.6,0,0,0,0.0,0,0,0.166667,0.3,0.333333,0,0.0,0.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.285714,0,0,0,0,0
75018548,0.861111,0.5,0.5,0.0,0.0,0.2,0.0,0,0.0,0.571429,0,0.0,0.0,0,0.5,0,0,0,0.0,0.666667,0.85,0,0,0,0.0,0,0,0.416667,0.0,0.666667,0,0.0,0.666667,0.733333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.5,0.285714,0,0,0,0,0
86190,0.888889,0.5,0.25,0.0,0.0,0.2,0.0,0,0.0,0.142857,0,0.333333,0.0,1,0.0,0,0,0,0.0,0.0,0.65,0,0,0,0.0,0,0,0.166667,0.3,0.333333,0,0.0,0.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.285714,0,0,0,0,0
3648,0.388889,0.0,0.5,0.0,0.0,0.2,0.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.25,0,0,0,0.0,0,0,0.0833333,0.1,0.0,0,0.0,0.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.142857,0,0,0,0,0
4470975,0.944444,0.0,0.5,0.0,0.0,0.4,1.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.666667,0.2,0.666667,0,0.0,0.0,0.533333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.0,0,0,0,0,0
4470975,0.944444,0.0,0.5,0.0,0.0,0.4,1.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.666667,0.2,0.666667,0,0.0,0.0,0.533333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.0,0,0,0,0,0
4470975,0.944444,0.0,0.5,0.0,0.0,0.4,1.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.666667,0.2,0.666667,0,0.0,0.0,0.533333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.0,0,0,0,0,0
4470975,0.944444,0.0,0.5,0.0,0.0,0.4,1.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.666667,0.2,0.666667,0,0.0,0.0,0.533333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.0,0,0,0,0,0
4470975,0.944444,0.0,0.5,0.0,0.0,0.4,1.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.666667,0.2,0.666667,0,0.0,0.0,0.533333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.0,0,0,0,0,0
4470975,0.944444,0.0,0.5,0.0,0.0,0.4,1.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.666667,0.2,0.666667,0,0.0,0.0,0.533333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.0,0,0,0,0,0
4470975,0.944444,0.0,0.5,0.0,0.0,0.4,1.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.666667,0.2,0.666667,0,0.0,0.0,0.533333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.0,0,0,0,0,0
4470975,0.944444,0.0,0.5,0.0,0.0,0.4,1.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.666667,0.2,0.666667,0,0.0,0.0,0.533333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.0,0,0,0,0,0
4470975,0.944444,0.0,0.5,0.0,0.0,0.4,1.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.666667,0.2,0.666667,0,0.0,0.0,0.533333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.0,0,0,0,0,0
78185458,0.861111,0.5,0.5,0.0,0.0,0.2,0.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.5,0.0,0.666667,0,0.0,0.0,0.533333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.285714,0,0,0,0,0
78185459,0.861111,0.5,0.5,0.0,0.0,0.2,0.0,0,0.0,0.571429,0,0.0,0.0,0,0.5,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.5,0.0,0.666667,0,0.0,0.0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.285714,0,0,0,0,0
78185460,0.861111,0.5,0.5,0.0,0.0,0.2,0.0,0,0.0,0.571429,0,0.0,0.0,0,0.5,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.5,0.0,0.666667,0,0.0,0.0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.285714,0,0,0,0,0
78185461,0.861111,0.0,0.5,0.0,0.0,0.2,1.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.666667,0.2,0.666667,0,0.0,0.0,0.533333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.0,0,0,0,0,0
22910068,0.944444,0.5,0.5,0.0,0.0,0.4,0.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.5,0.0,0.666667,0,0.0,0.0,0.533333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.285714,0,0,0,0,0
22910068,0.944444,0.5,0.5,0.0,0.0,0.4,0.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.5,0.0,0.666667,0,0.0,0.0,0.533333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.285714,0,0,0,0,0
22910068,0.944444,0.5,0.5,0.0,0.0,0.4,0.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.5,0.0,0.666667,0,0.0,0.0,0.533333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.285714,0,0,0,0,0
22910068,0.944444,0.5,0.5,0.0,0.0,0.4,0.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.5,0.0,0.666667,0,0.0,0.0,0.533333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.285714,0,0,0,0,0
22910068,0.944444,0.5,0.5,0.0,0.0,0.4,0.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.5,0.0,0.666667,0,0.0,0.0,0.533333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.285714,0,0,0,0,0
22910068,0.944444,0.5,0.5,0.0,0.0,0.4,0.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.5,0.0,0.666667,0,0.0,0.0,0.533333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.285714,0,0,0,0,0
22910068,0.944444,0.5,0.5,0.0,0.0,0.4,0.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.5,0.0,0.666667,0,0.0,0.0,0.533333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.285714,0,0,0,0,0
22910068,0.944444,0.5,0.5,0.0,0.0,0.4,0.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.5,0.0,0.666667,0,0.0,0.0,0.533333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.285714,0,0,0,0,0
22910068,0.944444,0.5,0.5,0.0,0.0,0.4,0.0,0,0.0,0.571429,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.5,0.0,0.666667,0,0.0,0.0,0.533333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.285714,0,0,0,0,0
11114675,0.722222,0.0,0.75,0.0,0.0,0.0,1.0,0,0.2,0.0,0,0.0,0.0,0,0.5,0,0,0,0.0,0.0,0.45,0,0,0,0.0,0,1,0.333333,1.0,0.666667,0,0.0,0.333333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,1,0,0
10962985,0.722222,0.0,0.75,0.0,0.0,0.0,0.5,0,0.2,0.0,0,0.0,0.0,0,0.5,0,1,0,0.0,0.0,0.4,0,0,0,0.0,0,1,0.25,0.7,0.666667,0,0.0,0.333333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,1,0,0
10876117,0.805556,0.0,0.875,0.0,0.0,0.0,0.0,0,0.4,0.285714,0,0.0,0.0,0,0.5,0,0,0,0.0,0.0,0.5,0,0,0,0.0,0,1,0.5,0.6,0.833333,1,0.0,0.333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,1,0,0
22910111,0.944444,0.5,0.5,0.0,0.0,0.4,0.0,0,0.0,0.571429,0,0.0,0.0,0,0.5,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.5,0.0,0.666667,0,0.0,0.0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.285714,0,0,0,0,0
22910076,0.944444,0.5,0.5,0.0,0.0,0.4,0.0,0,0.0,0.571429,0,0.0,0.0,0,0.5,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.5,0.0,0.666667,0,0.0,0.0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.285714,0,0,0,0,0
20865,0.277778,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.45,0,0,0,0.0,0,0,0.0,0.0,0.5,0,0.5,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
788021,0.277778,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.4,0,0,0,0.0,0,0,0.0,0.0,0.666667,0,0.5,0.0,0.266667,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
16787408,0.277778,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.142857,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.4,0,0,0,0.0,0,0,0.166667,0.0,0.666667,0,0.5,0.0,0.266667,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
578975,0.277778,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.4,0,0,0,0.5,0,0,0.0833333,0.0,0.666667,0,0.5,0.0,0.266667,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
231837,0.277778,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.45,0,0,0,0.0,0,0,0.0,0.0,0.5,0,0.5,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
311763,0.277778,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.4,0,0,0,0.0,0,0,0.0,0.0,0.666667,0,0.5,0.0,0.266667,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
16781984,0.277778,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.4,0,0,0,0.0,0,0,0.0833333,0.0,0.666667,0,0.5,0.0,0.266667,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
9047,0.222222,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.5,0,0,0,0.0,0.0,0.3,0,0,0,0.5,0,0,0.0833333,0.0,0.333333,0,0.5,0.666667,0.133333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
61466288,0.277778,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.35,0,0,0,0.0,0,0,0.0,0.0,0.5,0,0.5,0.0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
95067,0.111111,0.0,0.125,0.0,0.0,0.0,0.0,0,0.2,0.285714,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.2,0,0,0,0.0,0,0,0.333333,0.0,0.333333,1,0.5,0.0,0.133333,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
74369,0.111111,0.0,0.125,0.0,0.0,0.0,0.0,0,0.2,0.0,0,0.0,0.0,0,0.0,1,0,0,0.0,0.0,0.2,0,0,0,0.0,0,0,0.166667,0.0,0.333333,0,0.5,0.0,0.133333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
743889,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.142857,0,0.0,0.0,0,0.25,0,0,0,0.0,0.333333,0.35,0,0,0,0.0,0,0,0.0833333,0.0,0.5,0,0.5,0.333333,0.266667,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
5344,0.194444,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.285714,0,0.0,0.0,0,0.0,0,0,0,0.0,0.666667,0.2,0,0,0,0.0,0,0,0.166667,0.0,0.333333,0,0.5,0.333333,0.133333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.142857,0,0,0,0,0
28967489,0.277778,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.142857,0,0.0,0.0,0,0.0,0,0,0,0.0,0.333333,0.35,0,0,0,0.0,0,0,0.0833333,0.0,0.5,0,0.5,0.0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
102099720,0.277778,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.35,0,0,0,0.0,0,0,0.0,0.0,0.5,0,0.5,0.0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
4999,0.388889,0.0,0.5,0.0,0.0,0.0,0.0,0,0.2,0.0,1,0.0,0.0,0,0.25,0,0,0,0.0,0.0,0.35,0,0,0,0.0,0,0,0.0833333,0.1,0.5,0,0.0,0.333333,0.266667,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
54897,0.416667,0.0,0.5,0.0,0.0,0.0,0.0,0,0.4,0.285714,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.35,0,0,0,0.0,0,0,0.333333,0.3,0.5,0,0.0,0.333333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
60795,0.583333,0.25,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.3,0,0,0,0.0,0,0,0.0,0.5,0.333333,0,0.0,0.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.142857,0,0,0,0,0
60854,0.527778,0.0,0.75,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.333333,0.0,0,0.0,0,0,0,0.0,0.0,0.3,0,0,0,0.0,0,0,0.0,0.5,0.666667,0,0.0,0.333333,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
4745,0.388889,0.0,0.5,0.0,0.0,0.0,0.0,0,0.4,0.142857,1,0.0,0.0,0,0.25,0,0,0,0.0,0.0,0.35,0,0,0,0.0,0,0,0.25,0.2,0.333333,0,0.0,0.0,0.466667,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
71272,0.388889,0.0,0.5,0.0,0.0,0.0,0.5,0,0.2,0.0,0,0.0,0.0,0,0.25,0,0,0,0.0,0.0,0.4,0,0,0,0.0,0,0,0.166667,0.0,0.5,0,0.0,0.333333,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
4449,0.583333,0.25,0.25,0.0,0.0,0.0,0.0,0,0.0,0.142857,0,0.0,0.0,0,0.0,0,1,0,0.0,0.0,0.45,0,0,0,0.0,0,0,0.166667,0.7,0.5,0,0.0,0.333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.142857,0,0,0,0,0
2118,0.388889,0.0,0.625,0.0,0.0,0.0,0.0,1,0.0,0.142857,0,0.0,0.0,0,0.25,0,0,0,0.0,0.333333,0.4,0,0,0,0.0,0,0,0.0833333,0.0,0.333333,0,0.0,1.0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
2196,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.2,0,0,0,0.5,0,0,0.0833333,0.1,0.333333,0,0.0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
