CID,Train_R2
1986,0.8791638778174298
2244,0.8788956048861671
30951,0.8804064247562355
2132,0.8805345694792065
60795,0.8785242210163893
74989,0.8801234405312187
2256,0.8843654912203901
2284,0.8823411442615119
2479,0.8799147863713499
2343,0.8808962269623248
2441,0.8845643502975126
2540,0.8821249712719583
2554,0.8828154753268833
6854,0.8828953455834654
25429,0.8803908164897261
5361486,0.8800186633044925
5281006,0.8831470211720827
2662,0.879537307942458
38103,0.8801606651873091
2727,0.8805236987225658
222528,0.8809353181492441
2754,0.8838060329999494
2756,0.8775843301511329
2764,0.8802316657949059
2769,0.8820453645257185
5753,0.8800391368595057
5745,0.8810267548906988
5280754,0.8853745186002165
5281708,0.8808262959664982
2995,0.8804437524295157
5743,0.8804665718544815
3019,0.8808997724958438
3033,0.8800427781126829
71414,0.8803211446931538
56206,0.8809016356267043
39186,0.8810531955806825
11487,0.8803133017721516
6047,0.8780566219098427
5388962,0.8840296943503079
68570,0.8821370555733086
5870,0.8821339072632698
3295,0.8853804424809628
6419930,0.8810395240666633
2758,0.8778654109623543
3335,0.8803685330794844
3374,0.880415639507865
3394,0.8804520196039125
135398658,0.8861207806772146
135398740,0.8780939155487477
3478,0.8798266238818307
441140,0.8805006194935797
3559,0.8803155872037043
24821094,0.8803102948593371
5362440,0.8840994003305991
3715,0.8799824147909869
3718,0.8803966329669918
456201,0.8799560641646615
4011,0.8810422210176396
4170,0.8807051776961237
4409,0.8805208064812102
1302,0.8804076687392126
64143,0.8839253932026718
4463,0.8809989393396795
4485,0.8803577257897838
4495,0.8805323553633371
4539,0.8796736418138372
4543,0.8805723799255327
275196,0.8805505575158271
4583,0.8805291896663163
4616,0.881330459675276
4641,0.8803574213562253
4680,0.8804453363468581
4748,0.8803997550574456
4754,0.87937786432122
4756,0.8822643029551571
4828,0.8813780002799732
4889,0.8804438831508037
4159,0.8806194411499695
4909,0.8794535614695498
4911,0.8803175987205694
4926,0.8804253091550953
4927,0.8804073889243078
65981,0.8804718885539704
445154,0.8814472593988322
392622,0.8801549112898182
5090,0.8803793135511422
5833,0.8804042284192092
441071,0.8834705816850733
5339,0.8797967676423193
5340,0.8800653092101491
5343,0.8809196274572393
5344,0.8799074467277823
1548887,0.8802650684380036
5411,0.8799295506872507
54675776,0.8799805601629508
5370664,0.8802598773311037
31307,0.880282162174559
5546,0.8854053877535679
54678486,0.8803865837834235
1188,0.8810905722000324
2130,0.8791272179126066
2157,0.8971528724378681
2165,0.8799468645339132
2405,0.8786406121134522
31101,0.8799182666035041
40473187,0.8793239477399262
667467,0.880060135655867
2794,0.8719948102262883
969516,0.8800373097891173
28417,0.8792860576115122
135398739,0.8769745323148572
3059,0.8825694307518437
3100,0.8801511781432314
14208380,0.8802789542246221
150311,0.880743583072243
28871,0.8796194072586762
3735,0.8799679877368995
55283,0.8729849831879672
4189,0.8796287637136193
55245,0.880124061570884
4594,0.8802726703901055
4829,0.8830578031069107
4914,0.8790139811194333
441073,0.87984654461205
5035,0.878213455503289
135427209,0.8841230768570244
441243,0.8815089733230327
5323,0.880457725698059
2733526,0.8837510751845359
65999,0.8824879202931805
5405,0.8807979738689538
5430,0.8807528236434401
