CID,a
13,4.02
227,1.21
240,1.48
241,2.13
243,1.87
244,1.10
253,0.39
289,0.88
299,5.41
301,1.40
307,1.90
323,1.39
335,1.95
338,2.26
342,1.96
370,0.70
403,0.04
568,4.12
614,-2.54
727,3.72
785,0.59
798,2.14
904,1.16
931,3.30
936,-0.37
942,1.17
949,2.31
992,5.12
994,-1.38
995,4.46
996,1.46
1017,0.73
1049,0.65
1057,0.97
1065,2.88
1072,-1.46
1115,-3.70
1140,2.73
1183,1.37
1254,3.2
1480,4
1486,2.81
2078,3.52
2087,6.50
2116,12.2
2148,-0.89
2244,1.19
2256,2.61
2272,3.82
2286,3.84
2336,6.13
2345,3.97
2347,4.73
2519,-0.07
2537,2.38
2566,2.32
2728,3.51
2729,5.18
2758,2.74
2879,1.94
2943,4.40
3026,4.50
3030,2.21
3031,2.74
3035,6.51
3036,6.91
3048,5.40
3061,1.85
3062,1.26
3120,2.68
3225,1.91
3249,10.44
3291,0.38
3314,2.49
3495,2.80
3512,2.18
3589,6.10
3598,7.54
3610,3.45
3661,1.83
3767,-0.70
3821,2.18
4101,-2.18
4114,1.93
4115,5.08
4133,2.55
4284,2.02
4650,0.20
4684,2.39
4685,3.44
4837,-1.50
4904,4.22
4928,2.99
4931,2.18
4933,3.07
4937,2.93
4944,1.52
4947,1.80
5053,5.43
5054,0.80
5102,4.10
5147,1.28
5216,2.18
5304,1.93
5430,2.47
5610,0.72
5771,-6.27
5794,4.75
5798,1.32
5906,-0.27
5927,1.83
5953,2.88
5979,1.93
5988,-3.70
5993,6.16
5999,-7.53
6028,4.45
6051,3.41
6053,4.58
6057,2.26
6099,5.85
6115,0.90
6129,2.36
6140,-1.38
6197,0.55
6209,-5.16
6221,10.2
6274,-3.32
6281,1.85
6294,6.02
6466,0.24
6492,2.78
6544,1.70
6616,4.22
6623,3.32
6624,4.45
6629,2.16
6641,5.50
6654,4.83
6719,4.27
6734,3.92
6758,4.10
6759,-1.46
6780,3.39
6781,2.47
6787,9.52
6794,-4.60
6810,1.96
6819,4.15
6824,4.77
6838,3.13
6853,4.18
6854,3.72
6862,2.24
6877,2.57
6895,4.05
6896,1.84
6900,-4.99
6989,3.30
6992,3.43
6996,2.33
6998,1.81
7000,1.18
7002,3.87
7005,2.85
7015,2.84
7017,3.09
7018,3.66
7027,-1.98
7047,2.03
7061,3.31
7070,3.51
7095,4.01
7102,2.86
7111,1.34
7148,2.19
7153,3.13
7158,3.80
7159,1.3
7174,2.43
7175,3.04
7184,3.57
7187,3.46
7204,3.25
7207,2.79
7237,3.12
7239,3.43
7240,1.90
7242,1.32
7245,2.15
7248,1.84
7250,1.68
7254,4.24
7255,2.27
7257,2.69
7259,1.83
7260,2.58
7261,0.14
7270,4.60
7276,1.61
7296,3.37
7298,0.71
7340,3.92
7361,0.28
7362,0.41
7367,2.92
7406,3.66
7407,3.48
7410,1.58
7412,1.44
7439,3.07
7456,1.96
7467,2.32
7468,0.83
7477,1.52
7489,2.00
7498,2.92
7499,3.93
7500,3.15
7501,2.95
7503,2.30
7504,1.09
7505,1.56
7509,2.5
7511,1.78
7515,1.66
7516,1.25
7519,2.11
7521,1.54
7541,3.88
7543,3.91
7551,3.41
7564,1.82
7567,4.37
7570,5.22
7577,1.59
7579,1.36
7583,4.21
7612,2.25
7674,2.51
7693,3.24
7716,7.37
7721,3.43
7723,3.18
7732,0.95
7737,1.49
7804,3.79
7807,2.26
7809,3.15
7810,3.33
7812,1.83
7813,1.39
7814,-0.25
7834,0.68
7922,0.81
7923,1.62
7929,3.20
7932,1.88
7933,2.5
7934,1.40
7937,1.68
7947,3.42
7950,4.19
7953,1.88
7961,2.99
7962,3.61
7964,2.84
7965,1.49
7966,1.23
7967,0.81
7975,1.11
8027,0.75
8028,0.46
8029,1.34
8030,1.81
8078,3.44
8079,2.86
8082,0.84
8083,-0.86
8227,3.61
8268,5.02
8342,2.65
8343,7.60
8346,8.10
8370,5.73
8379,13.45
8380,9.52
8393,1.65
8411,1.81
8413,2.34
8418,4.45
8427,3.43
8434,2.47
8438,1.05
8441,2.25
8449,3.06
8452,0.24
8467,1.58
8496,1.66
8530,1.71
8549,3.44
8554,1.60
8561,5.62
8606,2.80
8607,2.85
8630,1.11
8635,1.88
8640,2.25
8653,3.79
8722,1.23
8785,1.96
8794,1.56
8800,1.94
8894,0.95
8947,10
8988,-2.54
9161,3.93
9169,7.87
9171,5.73
9215,3.40
9253,3.00
9265,4.0
9411,2.11
9649,0.98
9731,1.15
10049,2.69
10176,6.50
10307,4.535
10439,0.48
10492,2.69
10522,4.74
10667,2.11
10693,5.08
10757,1.93
10788,0.63
10813,1.31
10871,2.12
10943,3.53
11294,0.62
11443,3.74
11485,1.63
11487,3.50
11568,0.21
11775,5.74
11855,5.18
11905,3.53
11955,0.19
12025,-0.85
12047,-3.05
12099,3.43
12471,3.69
12572,0.27
12867,4.42
13263,2.98
13305,2.0
13450,3.74
13506,-5.13
13728,2.17
13836,-3.80
13904,2.38
14012,0.2
14074,-1.05
14119,2.17
14337,3.88
14678,7.5
14749,0.97
14950,0.97
14982,2.80
14985,12.2
14993,4.21
15530,0.90
15531,2.70
15546,1.14
15735,3.28
15851,2.18
15910,3.05
15965,0.30
15969,3.32
16034,1.24
16043,2.94
16073,3.59
16116,3.80
16183,0.77
16247,1.90
16248,2.92
16562,2.42
16565,0.86
16606,2.16
16653,3.21
16686,3.23
16704,-0.85
16724,3.07
16850,3.35
16932,5.48
16945,6.89
17038,3.8
17049,0.63
17093,0.62
17109,3.78
17184,1.83
17432,3.37
17516,3.10
17564,4.99
17581,3.44
17693,3.83
18486,-2.79
18771,2.84
18932,5.48
19232,3.49
19244,3.2
