CID,rank,n_in,ms,dg_2,dg_3,dg_in_2,bd_in_2,na_in_C4,na_ex_C4,na_ex_O2,na_ex_Si4,C4_2_C4_2_2,C4_2_C4_3_2,FC_2_C4_0_H1_1_/_1_/_0_0,FC_9_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_10_C4_0_/_/_0,LeafAC_C4_C4_1,LeafAC_C4_Si4_1,LeafAC_O2_C4_1
169,0,0.0416667,0.652579,0.05,0,0,0,0.047619,0.166667,0.5,0,0,0,0,0,0,0,0,0.5
170,0,0,0.652579,0,0,0,0,0,0.222222,0.5,0,0,0,0,0,0,0.125,0,0.5
171,0,0.0833333,0.392857,0.1,0,0,0,0.0952381,0.166667,0.5,0,0,0,0,0,0,0.125,0,0.5
172,0,0.0416667,0.392857,0.05,0,0,0,0.047619,0.222222,0.5,0,0,0,0,0,0,0.25,0,0.5
173,0,0.125,0.348333,0.15,0,0.05,0,0.142857,0.166667,0.5,0,0,0,0,0,0,0.125,0,0.5
174,0,0.166667,0.315424,0.2,0,0.1,0,0.190476,0.166667,0.5,0,0,0,0,0,0,0.125,0,0.5
175,0,0.208333,0.29011,0.25,0,0.15,0,0.238095,0.166667,0.5,0,0,0,0,0,0,0.125,0,0.5
176,0,0.25,0.270033,0.3,0,0.2,0,0.285714,0.166667,0.5,0,0,0,0,0,0,0.125,0,0.5
177,0,0.625,0.219709,0.75,0,0.65,0.166667,0.714286,0.166667,0.5,0,0.25,0,0.2,0,0,0.125,0,0.5
180,0,0.0833333,0.456463,0.1,0,0,0,0.047619,0.166667,0.25,0,0,0,0,0,0,0.125,0,0
181,0,0.0416667,0.456463,0.05,0,0,0,0,0.222222,0.25,0,0,0,0,0,0,0.25,0,0
182,0,0.125,0.392857,0.15,0,0.05,0,0.0952381,0.166667,0.25,0,0,0,0,0,0,0.125,0,0
183,0,0.0833333,0.392857,0.1,0,0,0,0.047619,0.222222,0.25,0,0,0,0,0,0,0.25,0,0
184,0,0.166667,0.348333,0.2,0,0.1,0,0.142857,0.166667,0.25,0,0,0,0,0,0,0.125,0,0
185,0,0.208333,0.315424,0.25,0,0.15,0,0.190476,0.166667,0.25,0,0,0,0,0,0,0.125,0,0
186,0,0.125,0.348333,0.15,0,0.05,0,0.0952381,0.222222,0.25,0,0,0,0,0,0,0.25,0,0
188,0,0.0416667,0.456463,0.05,0,0,0,0,0.222222,0.25,0,0,0,0,0,0,0.25,0,0
189,0,0.0416667,0.652579,0.05,0,0,0,0,0.222222,0.25,0,0,0,0,0,0,0.125,0,0
190,0,0.0833333,0.54127,0.1,0,0,0,0.047619,0.222222,0.25,0,0,0,0,0,0,0.125,0,0
191,0,0.0833333,0.392857,0.1,0,0,0,0.047619,0.222222,0.25,0,0,0,0,0,0,0.25,0,0
192,0,0.0416667,0.392857,0.05,0,0,0,0,0.277778,0.25,0,0,0,0,0,0,0.375,0,0
193,0,0.0833333,0.348333,0.1,0,0,0,0.047619,0.277778,0.25,0,0,0,0,0,0,0.375,0,0
194,0,0.0833333,0.348333,0.05,0.25,0,0,0.047619,0.277778,0.25,0,0,0,0,0,0,0.375,0,0
195,0,0.0416667,0.348333,0.05,0,0,0,0,0.333333,0.25,0,0,0,0,0,0,0.5,0,0
196,0,0.125,0.348333,0.15,0,0.05,0,0.0952381,0.222222,0.25,0,0,0,0,0,0,0.25,0,0
197,0,0.166667,0.315424,0.2,0,0.1,0,0.142857,0.222222,0.25,0,0,0,0,0,0,0.25,0,0
198,0,0.125,0.315424,0.15,0,0.05,0,0.0952381,0.277778,0.25,0,0,0,0,0,0,0.375,0,0
199,0,0.208333,0.29011,0.25,0,0.15,0,0.190476,0.222222,0.25,0,0,0,0,0,0,0.25,0,0
200,0,0.291667,0.25372,0.35,0,0.25,0,0.285714,0.222222,0.25,0,0,0,0,0,0,0.25,0,0
201,0,0.166667,0.456463,0.2,0,0.1,0,0.0952381,0.222222,0.25,0,0,0,0,0,0,0.25,0,0
202,0,0.0416667,0.652579,0,0.25,0,0,0.047619,0.166667,0.5,0,0,0,0,0,0,0,0,0
203,0,0.0416667,0.456463,0,0.25,0,0,0.047619,0.166667,0.5,0,0,0,0,0,0,0.125,0,0
204,0,0.0833333,0.392857,0.05,0.25,0,0,0.0952381,0.166667,0.5,0,0,0,0,0,0,0.125,0,0
205,0,0.0416667,0.392857,0,0.25,0,0,0.047619,0.222222,0.5,0,0,0,0,0,0,0.25,0,0
206,0,0.0833333,0.392857,0.05,0.25,0,0,0.047619,0.222222,0.25,0,0,0,0,0,0,0.25,0,0
207,0,0.0833333,0.516534,0.05,0.25,0,0,0.047619,0.222222,0.5,0,0,0,0,0,0,0.25,0,0.5
208,0,0.125,0.348333,0.1,0.25,0.05,0,0.0952381,0.222222,0.25,0,0,0,0,0,0,0.25,0,0
209,0,0.125,0.467063,0.1,0.25,0.05,0,0.0952381,0.222222,0.25,0,0,0,0,0,0,0.25,0,0
210,0,0.125,0.348333,0.1,0.25,0.05,0,0.0952381,0.222222,0.25,0,0,0,0,0,0,0.25,0,0
211,0,0.0833333,0.348333,0.05,0.25,0,0,0.047619,0.277778,0.25,0,0,0,0,0,0,0.375,0,0
212,0,0.0833333,0.348333,0.05,0.25,0,0,0.0952381,0.222222,0.5,0,0,0,0,0,0,0.25,0,0
